_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,ADDRESS_POINT_ID,ADDRESS_NUMBER,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,CENTRELINE_ID,geometry
446,446,6321693,HENRY KELSEY SENIOR PUBLIC SCHOOL,Toronto District School Board,1200 HUNTINGWOOD DR,6321693,1200,1200 Huntingwood Dr,M1S 1K7,Scarborough,Toronto,Henry Kelsey Senior Public School,30002255,MULTIPOINT (-79.2770232222959 43.7988176895396)
447,447,30121806,HERITAGE INTERNATIONAL SCHOOL,,411 GORDON BAKER RD,30121806,411,411 Gordon Baker Rd,M2H 2S6,North York,Toronto,,9246755,MULTIPOINT (-79.3449026345276 43.8077667469062)
448,448,9246459,HERITAGE PARK PUBLIC SCHOOL,Toronto District School Board,80 OLD FINCH AVE,9246459,80,80 Old Finch Ave,M1B 5J2,Scarborough,Toronto,Heritage Park Public School,30074026,MULTIPOINT (-79.207720158593 43.8213508850921)
449,449,6350039,HEYDON PARK SECONDARY SCHOOL,Toronto District School Board,70 D'ARCY ST,6350039,70,70 D'Arcy St,M5T 1K1,former Toronto,Toronto,Heydon Park Secondary School,6349994,MULTIPOINT (-79.394534752422 43.6549646089495)
450,450,7992305,HIGH PARK ALTERNATIVE JUNIOR SCHOOL,Toronto District School Board,265 ANNETTE ST,7992305,265,265 Annette St,M6P 1R3,former Toronto,Toronto,Annette Street Public School,7987734,MULTIPOINT (-79.4728312797592 43.6614231859019)
451,451,820461,HIGH PARK GARDENS MONTESSORI,,35 HIGH PARK GDNS,820461,35,35 High Park Gdns,M6R 1S8,former Toronto,Toronto,,1145821,MULTIPOINT (-79.4573915228873 43.6486406468332)
452,452,363718,HIGHCASTLE PUBLIC SCHOOL,Toronto District School Board,370 MILITARY TRL,363718,370,370 Military Trl,M1E 4E6,Scarborough,Toronto,Highcastle Public School,106480,MULTIPOINT (-79.2124956285055 43.7867616021878)
453,453,4933017,HIGHER MARKS EDUCATIONAL INSTITUTE,,87 THORNMOUNT DR,4933017,87,87 Thornmount Dr,M1B 5S5,Scarborough,Toronto,,4933019,MULTIPOINT (-79.1952702683724 43.8056644948625)
454,454,1020028,HIGHFIELD JUNIOR SCHOOL,Toronto District School Board,85 MOUNT OLIVE DR,1020028,85,85 Mount Olive Dr,M9V 2C9,Etobicoke,Toronto,Highfield Public School,906730,MULTIPOINT (-79.5891451714213 43.7458920486043)
455,455,363876,HIGHLAND CREEK PUBLIC SCHOOL,Toronto District School Board,1410 MILITARY TRL,363876,1410,1410 Military Trl,M1C 1A8,Scarborough,Toronto,Highland Creek Public School,106744,MULTIPOINT (-79.1784462927192 43.7835009010173)
456,456,4812502,HIGHLAND HEIGHTS JUNIOR PUBLIC SCHOOL,Toronto District School Board,35 GLENDOWER CRCT,4812502,35,35 Glendower Crct,M1T 2Z3,Scarborough,Toronto,Highland Heights Public School,4812493,MULTIPOINT (-79.3002623454523 43.7944199052402)
457,457,4786681,HIGHLAND MIDDLE SCHOOL,Toronto District School Board,201 CLIFFWOOD RD,4786681,201,201 Cliffwood Rd,M2H 3B5,North York,Toronto,Highland Junior High School,30100875,MULTIPOINT (-79.3554480856806 43.8068603785032)
458,458,2119836,HIGHVIEW PUBLIC SCHOOL,Toronto District School Board,22 HIGHVIEW AVE,2119836,22,22 Highview Ave,M3M 1C4,North York,Toronto,Highview Public School,14610668,MULTIPOINT (-79.4972302699958 43.7219510502744)
459,459,821864,HILLCREST COMMUNITY SCHOOL,Toronto District School Board,44 HILTON AVE,821864,44,44 Hilton Ave,M5R 3E6,former Toronto,Toronto,Hillcrest Community School,1140608,MULTIPOINT (-79.4158447800033 43.6790424542588)
460,460,542014,HILLMOUNT PUBLIC SCHOOL,Toronto District School Board,245 MCNICOLL AVE,542014,245,245 McNicoll Ave,M2H 2C6,North York,Toronto,Hillmount Public School,436436,MULTIPOINT (-79.3507265117258 43.7994075938642)
461,461,13497250,HILLSIDE OUTDOOR EDUCATION SCHOOL,Toronto District School Board,2259 MEADOWVALE RD,13497250,2259,2259 Meadowvale Rd,M1X 1R2,Scarborough,Toronto,,102945,MULTIPOINT (-79.1790367956113 43.8276689812907)
462,462,1039711,HILLTOP MIDDLE SCHOOL,Toronto District School Board,35 TREHORNE DR,1039711,35,35 Trehorne Dr,M9P 1N8,Etobicoke,Toronto,Hilltop Middle Public School,908943,MULTIPOINT (-79.53306700719 43.6894627380415)
463,463,7324242,HODGSON MIDDLE SCHOOL,Toronto District School Board,282 DAVISVILLE AVE,7324242,282,282 Davisville Ave,M4S 1H2,former Toronto,Toronto,Hodgson Middle School,7324227,MULTIPOINT (-79.3847932929072 43.7010950019854)
464,464,1027148,HOLLYCREST MIDDLE SCHOOL,Toronto District School Board,630 RENFORTH DR,1027148,630,630 Renforth Dr,M9C 2N6,Etobicoke,Toronto,Hollycrest Middle Public School,910965,MULTIPOINT (-79.5827078548947 43.656104223852)
465,465,528255,HOLLYWOOD PUBLIC SCHOOL,Toronto District School Board,360 HOLLYWOOD AVE,528255,360,360 Hollywood Ave,M2N 3L4,North York,Toronto,Hollywood Public School,438817,MULTIPOINT (-79.3918291306292 43.7705185087478)
466,466,7667021,HOLY ANGELS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,65 JUTLAND RD,7667021,65,65 Jutland Rd,M8Z 2G6,Etobicoke,Toronto,Holy Angels Catholic School,7667011,MULTIPOINT (-79.517657260195 43.6284092590616)
467,467,12551948,HOLY CHILD CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,850 HUMBERWOOD BLVD,12551948,850,850 Humberwood Blvd,M9W 7A6,Etobicoke,Toronto,Humberwood Park,30003276,MULTIPOINT (-79.6191818734033 43.7288858667834)
468,468,6208930,HOLY CROSS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,299A DONLANDS AVE,6208930,299A,299A Donlands Ave,M4J 3R7,East York,Toronto,Holy Cross Catholic Secondary School - Building Grounds,14646499,MULTIPOINT (-79.3406763650031 43.6899875509537)
469,469,8322307,HOLY FAMILY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,141 CLOSE AVE,8322307,141,141 Close Ave,M6K 2V6,former Toronto,Toronto,Holy Family Community Centre - Building Grounds,30018006,MULTIPOINT (-79.4347122849581 43.6388275584139)
470,470,780044,HOLY NAME CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,690 CARLAW AVE,780044,690,690 Carlaw Ave,M4K 3K9,former Toronto,Toronto,Holy Name Catholic School,1140796,MULTIPOINT (-79.3472848350961 43.6773475019697)
471,471,75026,HOLY ROSARY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,308 TWEEDSMUIR AVE,75026,308,308 Tweedsmuir Ave,M5P 2Y1,York,Toronto,Holy Rosary Catholic School,8594,MULTIPOINT (-79.4140516961036 43.6849850727211)
472,472,6292601,HOLY SPIRIT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,3530 SHEPPARD AVE E,6292601,3530,3530 Sheppard Ave E,M1T 3K7,Scarborough,Toronto,Holy Spirit Catholic School,6292597,MULTIPOINT (-79.302695673123 43.7812935995392)
473,473,14600949,HOLY TRINITY SCHOOL,Toronto Catholic District School Board,6 COLONEL SAMUEL SMITH PARK DR,14600949,6,6 Colonel Samuel Smith Park Dr,M8V 4B7,Etobicoke,Toronto,The Holy Trinity Catholic School,14188125,MULTIPOINT (-79.5172863888663 43.5973446482043)
474,474,866713,HORIZON ALTERNATIVE SENIOR SCHOOL,Toronto District School Board,570 SHAW ST,866713,570,570 Shaw St,M6G 3L6,former Toronto,Toronto,Central Commerce Collegiate,1144414,MULTIPOINT (-79.4219986112882 43.657978462827)
475,475,8594462,HOWARD JUNIOR PUBLIC SCHOOL,Toronto District School Board,30 MARMADUKE ST,8594462,30,30 Marmaduke St,M6R 1T2,former Toronto,Toronto,Howard Public School,14017434,MULTIPOINT (-79.4522720930996 43.650426312651)
476,476,8408617,HOWLETT ACADEMY  ,,15 MADISON AVE,8408617,15,15 Madison Ave,M5R 2S2,former Toronto,Toronto,,30104520,MULTIPOINT (-79.402759744916 43.6679626847846)
477,477,9780024,HUDSON COLLEGE  ,,21 ASCOT AVE,9780024,21,21 Ascot Ave,M6E 1E6,former Toronto,Toronto,Hudson School,14015702,MULTIPOINT (-79.4445207404206 43.6796913568917)
478,478,1013462,HUMBER COLLEGE - LAKESHORE CAMPUS WEST,,3199 LAKE SHORE BLVD W,1013462,3199,3199 Lake Shore Blvd W,M8V 1K8,Etobicoke,Toronto,,914611,MULTIPOINT (-79.5203039257393 43.596996813344)
479,479,12387605,HUMBER COLLEGE - NORTH CAMPUS  ,,205 HUMBER COLLEGE BLVD,12387605,205,205 Humber College Blvd,M9W 5L7,Etobicoke,Toronto,Humber College Athletic Centre,20232386,MULTIPOINT (-79.6068398627386 43.7291665492499)
480,480,11272401,HUMBER COLLEGE - POWER BOATING AND SAILING ,,100 HUMBER BAY PARK RD W,11272401,100,100 Humber Bay Park Rd W,M8V 3X7,Etobicoke,Toronto,Humber Bay Park East,30040668,MULTIPOINT (-79.4810845355186 43.618778861116)
481,481,20029617,HUMBER COLLEGE - UNIVERSITY OF GUELPH BUILDING,,207 HUMBER COLLEGE BLVD,20029617,207,207 Humber College Blvd,,Etobicoke,Toronto,University of Guelph Campus,20232386,MULTIPOINT (-79.60587202711 43.728202085158)
482,482,10392311,HUMBER SUMMIT MIDDLE SCHOOL,Toronto District School Board,60 PEARLDALE AVE,10392311,60,60 Pearldale Ave,M9L 2G9,North York,Toronto,Humber Summit Middle School,10392312,MULTIPOINT (-79.564522188693 43.7505647535485)
483,483,1006145,HUMBER VALLEY VILLAGE JUNIOR MIDDLE SCHOOL,Toronto District School Board,65 HARTFIELD RD,1006145,65,65 Hartfield Rd,M9A 3E1,Etobicoke,Toronto,Humber Valley Village Public School,910218,MULTIPOINT (-79.5265666084256 43.6654435061721)
484,484,74152,HUMBERCREST PUBLIC SCHOOL,Toronto District School Board,14 ST MARK'S RD,74152,14,14 St Mark's Rd,M6S 2H7,York,Toronto,Humbercrest Public School,9485,MULTIPOINT (-79.4910553735324 43.6604526501243)
485,485,7472009,HUMBERSIDE COLLEGIATE INSTITUTE,Toronto District School Board,280 QUEBEC AVE,7472009,280,280 Quebec Ave,M6P 2V3,former Toronto,Toronto,Humberside Collegiate Institute,7471991,MULTIPOINT (-79.4706428031364 43.6599427156923)
486,486,10250056,HUMBERSIDE MONTESSORI  ,,121 KENNEDY AVE,10250056,121,121 Kennedy Ave,M6S 2X8,former Toronto,Toronto,,10250019,MULTIPOINT (-79.4749114880043 43.650861753789)
487,487,12551948,HUMBERWOOD DOWNS JUNIOR MIDDLE ACADEMY,Toronto District School Board,850 HUMBERWOOD BLVD,12551948,850,850 Humberwood Blvd,M9W 7A6,Etobicoke,Toronto,Humberwood Park,30003276,MULTIPOINT (-79.6191818734033 43.7288858667834)
488,488,55237,HUMEWOOD COMMUNITY SCHOOL,Toronto District School Board,15 CHERRYWOOD AVE,55237,15,15 Cherrywood Ave,M6C 2X4,York,Toronto,Humewood Community School,8534,MULTIPOINT (-79.4280204516617 43.6866350930218)
489,489,341682,HUNTER'S GLEN JUNIOR PUBLIC SCHOOL,Toronto District School Board,16 HAILEYBURY DR,341682,16,16 Haileybury Dr,M1K 4X5,Scarborough,Toronto,Hunter's Glen Junior Public School,30073938,MULTIPOINT (-79.2601219894519 43.7457122545676)
490,490,7974431,HURON STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,541 HURON ST,7974431,541,541 Huron St,M5R 2R6,former Toronto,Toronto,Huron Street Public School,7974421,MULTIPOINT (-79.4024215880623 43.6705755099718)
491,491,501943,IMMACULATE CONCEPTION CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,23 COMAY RD,501943,23,23 Comay Rd,M6M 2K9,North York,Toronto,Immaculate Conception Catholic School,30097795,MULTIPOINT (-79.4778216965409 43.6976801383094)
492,492,308238,IMMACULATE HEART OF MARY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,101 BIRCHMOUNT RD,308238,101,101 Birchmount Rd,M1N 3J7,Scarborough,Toronto,Immaculate Heart of Mary,112858,MULTIPOINT (-79.2624580005311 43.696144795195)
493,493,7439371,IMPERIAL COLLEGE OF TORONTO  ,,20 QUEEN ELIZABETH BLVD,7439371,20,20 Queen Elizabeth Blvd,M8Z 1L8,Etobicoke,Toronto,,7439368,MULTIPOINT (-79.5042246383967 43.6230412453667)
494,494,824662,INDIAN ROAD CRESCENT JUNIOR PUBLIC SCHOOL,Toronto District School Board,285 INDIAN ROAD CRES,824662,285,285 Indian Road Cres,M6P 2G8,former Toronto,Toronto,Indian Road Crescent Public School,1143611,MULTIPOINT (-79.4600779001397 43.6625287329027)
495,495,864474,INGLENOOK COMMUNITY SCHOOL,Toronto District School Board,19 SACKVILLE ST,864474,19,19 Sackville St,M5A 3E1,former Toronto,Toronto,Inglenook Community School,1144788,MULTIPOINT (-79.3594007219466 43.6539752894773)
496,496,327534,INGLEWOOD HEIGHTS JUNIOR PUBLIC SCHOOL,Toronto District School Board,45 DEMPSTER ST,327534,45,45 Dempster St,M1T 2T6,Scarborough,Toronto,Inglewood Heights Junior Public School,107178,MULTIPOINT (-79.2923181525917 43.7794075284367)
497,497,9311803,INSIGHT ACADEMY OF CANADA,,1039 MCNICOLL AVE,9311803,1039,1039 McNicoll Ave,M1W 3W6,Scarborough,Toronto,,9311781,MULTIPOINT (-79.3342656161374 43.8040674089564)
498,498,9345075,INSTITUTE OF CANADIAN EDUCATION,,140 LAROSE AVE,9345075,140,140 La Rose Ave,M9P 1B2,Etobicoke,Toronto,,9345057,MULTIPOINT (-79.5239498261081 43.6856250922006)
499,499,347910,IONVIEW PUBLIC SCHOOL,Toronto District School Board,90 IONVIEW RD,347910,90,90 Ionview Rd,M1K 2Z9,Scarborough,Toronto,Ionview Public School,110925,MULTIPOINT (-79.2743179577449 43.7374516240236)
500,500,8236598,IQRA ACADEMY,,2704 DANFORTH AVE,8236598,2704,2704 Danforth Ave,M4C 1L7,former Toronto,Toronto,,14066698,MULTIPOINT (-79.2985153766971 43.6891129560418)
501,501,10313401,IQRA NEJASHI ISLAMIC SCHOOL,,171 MCCORMACK ST,10313401,171,171 McCormack St,M6N 1X8,York,Toronto,,10313400,MULTIPOINT (-79.4791468321821 43.6750650785359)
502,502,318894,IROQUOIS JUNIOR PUBLIC SCHOOL,Toronto District School Board,265 CHARTLAND BLVD S,318894,265,265 Chartland Blvd S,M1S 2S6,Scarborough,Toronto,Iroquois Public School,104797,MULTIPOINT (-79.2694408055289 43.8026801566349)
503,503,73838,ISLAMIC EDUCATION GUIDANCE CENTRE,,40 SOUTH STATION ST,73838,40,40 South Station St,M9N 2B3,York,Toronto,,7464,MULTIPOINT (-79.5169267182713 43.7010230242797)
504,504,7561058,ISLAMIC FOUNDATION SCHOOL,,441 NUGGET AVE,7561058,441,441 Nugget Ave,M1S 5E1,Scarborough,Toronto,Islamic Foundation,7561024,MULTIPOINT (-79.24174923157 43.7979783592912)
505,505,14651578,ISLAMIC INSTITUTE OF TORONTO ACADEMY SCHOOL,,1630 NEILSON RD,14651578,1630,1630 Neilson Rd,M1X 1S3,Scarborough,Toronto,,103531,MULTIPOINT (-79.2298328214722 43.8187301827992)
506,506,14258202,ISLAND PUBLIC NATURAL SCIENCE SCHOOL,Toronto District School Board,30 CENTRE ISLAND PK,14258202,30,30 Centre Island Pk,M5J 2E9,former Toronto,Toronto,,1147832,MULTIPOINT (-79.3783881351182 43.6157002778621)
507,507,994430,ISLINGTON JUNIOR MIDDLE SCHOOL,Toronto District School Board,44 CORDOVA AVE,994430,44,44 Cordova Ave,M9A 2H5,Etobicoke,Toronto,Islington Junior Middle Public School,911431,MULTIPOINT (-79.5279466910799 43.6474828161727)
508,508,322672,J B TYRRELL SENIOR PUBLIC SCHOOL,Toronto District School Board,10 CORINTHIAN BLVD,322672,10,10 Corinthian Blvd,M1W 1B3,Scarborough,Toronto,J.B. Tyrell Public School,106292,MULTIPOINT (-79.3241750662902 43.7888787686407)
509,509,4503984,J G WORKMAN PUBLIC SCHOOL,Toronto District School Board,487 BIRCHMOUNT RD,4503984,487,487 Birchmount Rd,M1K 1N7,Scarborough,Toronto,J. G. Workman Public School,4503983,MULTIPOINT (-79.2671279279676 43.7071912568456)
510,510,51261,J R WILCOX COMMUNITY SCHOOL,Toronto District School Board,231 AVA RD,51261,231,231 Ava Rd,M6C 1X3,York,Toronto,J. R. Wilcox Community School,7726,MULTIPOINT (-79.4363052648149 43.6949467937453)
511,511,341468,JACK MINER SENIOR PUBLIC SCHOOL,Toronto District School Board,405 GUILDWOOD PKWY,341468,405,405 Guildwood Pkwy,M1E 1R3,Scarborough,Toronto,Jack Miner Senior Public School,109865,MULTIPOINT (-79.186968339472 43.749688633648)
512,512,825367,JACKMAN AVENUE JUNIOR PUBLIC SCHOOL,Toronto District School Board,79 JACKMAN AVE,825367,79,79 Jackman Ave,M4K 2X5,former Toronto,Toronto,Jackman Avenue Junior Public School,1140144,MULTIPOINT (-79.3539353612732 43.6806502154921)
513,513,2377004,JACKMAN INSTITUTE OF CHILD STUDY,,45 WALMER RD,2377004,45,45 Walmer Rd,M5R 2X2,former Toronto,Toronto,,2377001,MULTIPOINT (-79.4058754979902 43.6696130765179)
514,514,515997,JAMES CARDINAL MCGUIGAN CATHOLIC HIGH SCHOOL,Toronto Catholic District School Board,1440 FINCH AVE W,515997,1440,1440 Finch Ave W,M3J 3G3,North York,Toronto,James Cardinal McGuigan School,439769,MULTIPOINT (-79.4937985997307 43.7632895737898)
515,515,10561021,JAMES CULNAN CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,605 WILLARD AVE,10561021,605,605 Willard Ave,M6S 3S1,York,Toronto,James Culnan Catholic School,10560970,MULTIPOINT (-79.4855842504847 43.6611071189691)
516,516,7287731,JAMES S BELL JUNIOR MIDDLE SPORTS AND WELLNESS ACADEMY,Toronto District School Board,90 THIRTY FIRST ST,7287731,90,90 Thirty First St,M8W 3E9,Etobicoke,Toronto,James S Bell Junior Middle School - Building Grounds,7287729,MULTIPOINT (-79.5301917018794 43.5943542260396)
517,517,6522646,JARVIS COLLEGIATE INSTITUTE,Toronto District School Board,495 JARVIS ST,6522646,495,495 Jarvis St,M4Y 2G8,former Toronto,Toronto,Jarvis Collegiate Institute,6522648,MULTIPOINT (-79.3777587671164 43.6660913938656)
518,518,4812502,JEAN AUGUSTINE GIRLS ACADEMY,Toronto District School Board,35 GLENDOWER CRCT,4812502,35,35 Glendower Crct,M1T 2Z3,Scarborough,Toronto,Highland Heights Public School,4812493,MULTIPOINT (-79.3002623454523 43.7944199052402)
519,519,30024946,JEAN LUMB PUBLIC SCHOOL,Toronto District School Board,20 BRUNEL CRT,30024946,20,20 Brunel Crt,M5V 0R5,former Toronto,Toronto,,20035049,MULTIPOINT (-79.3944968858206 43.6394568233632)
520,520,2917716,JEAN VANIER CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,959 MIDLAND AVE,2917716,959,959 Midland Ave,M1K 4G4,Scarborough,Toronto,Jean Vanier Catholic School,14668296,MULTIPOINT (-79.2584143683704 43.7379399270559)
521,521,7979412,JESSE KETCHUM JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,61 DAVENPORT RD,7979412,61,61 Davenport Rd,M5R 1H4,former Toronto,Toronto,Jesse Ketchum Public School,7979413,MULTIPOINT (-79.3921392257859 43.6729826224861)
522,522,363191,JOHN A LESLIE PUBLIC SCHOOL,Toronto District School Board,459 MIDLAND AVE,363191,459,459 Midland Ave,M1N 4A7,Scarborough,Toronto,John A. Leslie Public School,112075,MULTIPOINT (-79.2490593761566 43.7141086801971)
523,523,9668671,JOHN BUCHAN SENIOR PUBLIC SCHOOL,Toronto District School Board,2450 BIRCHMOUNT RD,9668671,2450,2450 Birchmount Rd,M1T 2M5,Scarborough,Toronto,Stephen Leacock Collegiate Institute - Building Grounds,30000677,MULTIPOINT (-79.3021342614181 43.7851820434334)
524,524,1020094,JOHN D PARKER JUNIOR SCHOOL,Toronto District School Board,202 MOUNT OLIVE DR,1020094,202,202 Mount Olive Dr,M9V 3Z5,Etobicoke,Toronto,John D Parker Public School,906556,MULTIPOINT (-79.5964455179149 43.7533579130158)
525,525,7561025,JOHN ENGLISH JUNIOR MIDDLE SCHOOL,Toronto District School Board,95 MIMICO AVE,7561025,95,95 Mimico Ave,M8V 1R4,Etobicoke,Toronto,John English Junior Middle School,7561026,MULTIPOINT (-79.4944180034274 43.6118557338467)
526,526,11541855,JOHN FISHER JUNIOR PUBLIC SCHOOL,Toronto District School Board,40 ERSKINE AVE,11541855,40,40 Erskine Ave,M4P 1Y2,former Toronto,Toronto,John Fisher Public School,11541837,MULTIPOINT (-79.3974693799724 43.7119282510654)
527,527,10512731,JOHN G ALTHOUSE MIDDLE SCHOOL,Toronto District School Board,130 LLOYD MANOR RD,10512731,130,130 Lloyd Manor Rd,M9B 5K1,Etobicoke,Toronto,John G. Althouse Middle School,10512725,MULTIPOINT (-79.5540087673011 43.6683053235247)
528,528,326649,JOHN G DIEFENBAKER PUBLIC SCHOOL,Toronto District School Board,70 DEAN PARK RD,326649,70,70 Dean Park Rd,M1B 2X3,Scarborough,Toronto,John G Diefenbaker Public School,104641,MULTIPOINT (-79.171869534813 43.8022950282646)
529,529,6427801,JOHN MCCRAE SENIOR PUBLIC SCHOOL,Toronto District School Board,431 MCCOWAN RD,6427801,431,431 McCowan Rd,M1J 1J1,Scarborough,Toronto,John McCrae Senior Public School,14239688,MULTIPOINT (-79.2398865092258 43.7440442493865)
530,530,9234641,JOHN POLANYI COLLEGIATE INSTITUTE,Toronto District School Board,640 LAWRENCE AVE W,9234641,640,640 Lawrence Ave W,M6A 1B1,North York,Toronto,Bathurst Heights Secondary School,9234642,MULTIPOINT (-79.439855309525 43.7178089516362)
531,531,812871,JOHN ROSS ROBERTSON JUNIOR PUBLIC SCHOOL,Toronto District School Board,130 GLENGROVE AVE W,812871,130,130 Glengrove Ave W,M4R 1P2,former Toronto,Toronto,John Ross Robertson Junior Public School,1137988,MULTIPOINT (-79.4088642991292 43.7183259803294)
532,532,13503695,JOHN WANLESS JUNIOR PUBLIC SCHOOL,Toronto District School Board,245 FAIRLAWN AVE,13503695,245,245 Fairlawn Ave,M5M 1T2,former Toronto,Toronto,John Wanless Junior Public School,1137725,MULTIPOINT (-79.4120566947699 43.7288686420148)
533,533,8822790,JONES AVENUE ADULT CENTRE,Toronto District School Board,540 JONES AVE,8822790,540,540 Jones Ave,M4J 3G9,former Toronto,Toronto,Jones Avenue Adult New Canadian,8822783,MULTIPOINT (-79.3395605756216 43.6772533084015)
534,534,30036190,JOSEPH BRANT SENIOR PUBLIC SCHOOL,Toronto District School Board,270 MANSE RD,30036190,270,270 Manse Rd,M1E 3V4,Scarborough,Toronto,Joseph Brant Public School,14668450,MULTIPOINT (-79.1754975507903 43.7670440318193)
535,535,398881,JOSEPH HOWE SENIOR PUBLIC SCHOOL,Toronto District School Board,20 WINTER GARDENS TRL,398881,20,20 Winter Gardens Trl,M1C 3E7,Scarborough,Toronto,Joseph Howe Public School,106627,MULTIPOINT (-79.13729821037 43.785807845353)
536,536,1043008,JOSYF CARDINAL SLIPYJ CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,35 WEST DEANE PARK DR,1043008,35,35 West Deane Park Dr,M9B 2R5,Etobicoke,Toronto,Josyf Cardinal Slipyj Catholic School,910595,MULTIPOINT (-79.5660253980864 43.6594751992159)
