_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,geometry
690,690,303840,NORTH BENDALE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,29 AVELINE CRES,English Public,303840,29,Aveline Cres,29 Aveline Cres,M1H 2P4,Scarborough,Toronto,North Bendale Junior Public School,102001,108255,29,None,,None,7259,"{'type': 'Point', 'coordinates': (-1366412.3699850303, 5061977.018908956)}"
691,691,321476,NORTH BRIDLEWOOD JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,50 COLLINGSBROOK BLVD,English Public,321476,50,Collingsbrook Blvd,50 Collingsbrook Blvd,M1W 1L7,Scarborough,Toronto,North Bridlewood Public School,102001,106384,50,None,,None,7625,"{'type': 'Point', 'coordinates': (-1371577.5366768083, 5065513.862693127)}"
692,692,9950376,NORTH EAST YEAR ROUND ALTERNATIVE CENTRE,None,EP,Toronto District School Board,2900 DON MILLS RD E,English Public,9950376,2900,Don Mills Rd E,2900 Don Mills Rd E,M2J 3B6,North York,Toronto,Woodbine Junior High School,102001,9950377,2900,None,,None,5398,"{'type': 'Point', 'coordinates': (-1374247.6202212097, 5065445.901437939)}"
693,693,14073053,NORTH KIPLING JUNIOR MIDDLE SCHOOL,None,EP,Toronto District School Board,2 ROWNTREE RD,English Public,14073053,2,Rowntree Rd,2 Rowntree Rd,M9V 5C7,Etobicoke,Toronto,"North Kipling Junior Middle School, North Kipling Community Centre",106007,30088407,2,None,,None,2408,"{'type': 'Point', 'coordinates': (-1394078.8817322282, 5067094.495962985)}"
694,694,870542,NORTH PREPARATORY JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,1100 SPADINA RD,English Public,870542,1100,Spadina Rd,1100 Spadina Rd,M5N 2M6,former Toronto,Toronto,North Preparatory Public School,102001,1138559,1100,None,,None,4428,"{'type': 'Point', 'coordinates': (-1382218.0551880489, 5058432.269621746)}"
695,695,9602753,NORTH TORONTO CHRISTIAN SCHOOL,None,PR,None,255 YORKLAND BLVD,Private,9602753,255,Yorkland Blvd,255 Yorkland Blvd,M2J 1S3,North York,Toronto,None,115001,9602752,255,None,,None,7150,"{'type': 'Point', 'coordinates': (-1373493.5403276954, 5064177.684946456)}"
696,696,20097962,NORTH TORONTO COLLEGIATE INSTITUTE,None,EP,Toronto District School Board,17 BROADWAY AVE,English Public,20097962,17,Broadway Ave,17 Broadway Ave,M4P 1T7,former Toronto,Toronto,None,102002,7632816,17,None,,None,45,"{'type': 'Point', 'coordinates': (-1380182.0716763102, 5058375.311811739)}"
697,697,30055925,NORTH WEST YEAR ROUND ALTERNATIVE,None,EP,Toronto District School Board,425 PATRICIA AVE,English Public,30055925,425,Patricia Ave,425 Patricia Ave,M2R 2N1,North York,Toronto,None,102001,7156908,425,None,,None,6386,"{'type': 'Point', 'coordinates': (-1381575.8347429922, 5067635.356478384)}"
698,698,11129857,NORTH YORK LINC,None,EP,Toronto District School Board,685 SHEPPARD AVE E,English Public,11129857,685,Sheppard Ave E,685 Sheppard Ave E,M2K 1B6,North York,Toronto,None,115001,11129851,685,None,,None,6698,"{'type': 'Point', 'coordinates': (-1376997.7602817272, 5064493.225154407)}"
699,699,845013,NORTHERN SECONDARY SCHOOL,None,EP,Toronto District School Board,851 MOUNT PLEASANT RD,English Public,845013,851,Mount Pleasant Rd,851 Mount Pleasant Rd,M4P 2L5,former Toronto,Toronto,Northern Secondary School,102002,1138214,851,None,,None,4022,"{'type': 'Point', 'coordinates': (-1379641.6487704865, 5058319.577096552)}"
700,700,33244,NORTHLEA ELEMENTARY & MIDDLE SCHOOL,None,EP,Toronto District School Board,305 RUMSEY RD,English Public,33244,305,Rumsey Rd,305 Rumsey Rd,M4G 1R4,East York,Toronto,Northlea Public School,102001,222,305,None,,None,318,"{'type': 'Point', 'coordinates': (-1377873.902355814, 5058318.012666392)}"
701,701,11541973,NORTHMOUNT SCHOOL,None,PR,None,26 MALLARD RD,Private,11541973,26,Mallard Rd,26 Mallard Rd,M3B 1S3,North York,Toronto,None,115001,11541970,26,None,,None,6135,"{'type': 'Point', 'coordinates': (-1375308.4555670465, 5061598.978823838)}"
702,702,30030280,NORTHVIEW HEIGHTS SECONDARY SCHOOL  ,None,EP,Toronto District School Board,550 FINCH AVE W,English Public,30030280,550,Finch Ave W,550 Finch Ave W,M2R 1N6,North York,Toronto,Northview Heights Secondary School,102002,20092034,550,None,,None,1610,"{'type': 'Point', 'coordinates': (-1382289.287759697, 5066554.483745123)}"
703,703,14198771,NORWAY JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,390 KINGSTON RD,English Public,14198771,390,Kingston Rd,390 Kingston Rd,M4L 1T9,former Toronto,Toronto,Norway Public School,102002,1140851,390,None,,None,3786,"{'type': 'Point', 'coordinates': (-1373908.5953615475, 5052737.798677831)}"
704,704,6294727,NOTRE DAME CATHOLIC HIGH SCHOOL,None,ES,Toronto Catholic District School Board,12 MALVERN AVE,English Separate,6294727,12,Malvern Ave,12 Malvern Ave,M4E 3E1,former Toronto,Toronto,Notre Dame High School,102004,1140104,12,None,,None,3904,"{'type': 'Point', 'coordinates': (-1372687.6480882585, 5052941.164418628)}"
705,705,993855,NOTRE DAME DE GRACE CATHOLIC ELEMENTARY SCHOOL,None,FS,Conseil scolaire de district catholique Centre-Sud,59 CLEMENT RD,French Separate,993855,59,Clement Rd,59 Clement Rd,M9R 1Y5,Etobicoke,Toronto,Notre Dame De Grace Catholic Elementary School,102003,909476,59,None,,None,1358,"{'type': 'Point', 'coordinates': (-1394247.111546381, 5058467.472097762)}"
706,706,7955771,OAK LEARNERS,None,PR,None,394 ROYAL YORK RD,Private,7955771,394,Royal York Rd,394 Royal York Rd,M8Y 2R3,Etobicoke,Toronto,None,115001,7955692,394,None,,None,2413,"{'type': 'Point', 'coordinates': (-1391185.8313529114, 5050483.816528545)}"
707,707,523032,OAKDALE PARK MIDDLE SCHOOL,None,EP,Toronto District School Board,315 GRANDRAVINE DR,English Public,523032,315,Grandravine Dr,315 Grandravine Dr,M3N 1J5,North York,Toronto,Oakdale Park Middle School,102001,30100304,315,None,,None,5733,"{'type': 'Point', 'coordinates': (-1388375.4790339915, 5065025.416468043)}"
708,708,315052,OAKRIDGE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,110 BYNG AVE,English Public,315052,110,Byng Ave,110 Byng Ave,M1L 3P1,Scarborough,Toronto,Oakridge Junior Public School,102001,112907,110,None,,None,9832,"{'type': 'Point', 'coordinates': (-1371325.2993099478, 5054340.587592261)}"
709,709,12116136,OAKWOOD COLLEGIATE INSTITUTE,None,EP,Toronto District School Board,991 ST CLAIR AVE W,English Public,12116136,991,St Clair Ave W,991 St Clair Ave W,M6E 1A3,former Toronto,Toronto,Oakwood Collegiate Institute,102002,12116129,991,None,,None,890,"{'type': 'Point', 'coordinates': (-1384305.6643013442, 5055759.041781594)}"
710,710,13972658,OAKWOOD VILLAGE MONTESSORI SCHOOL,None,PR,None,473 OAKWOOD AVE,Private,13972658,473,Oakwood Ave,473 Oakwood Ave,M6E 2W4,York,Toronto,None,107010,8083,473,None,,None,794,"{'type': 'Point', 'coordinates': (-1384220.5662535809, 5057211.477943289)}"
711,711,3948771,OASIS ALTERNATIVE SECONDARY SCHOOL,None,EP,Toronto District School Board,20 BRANT ST,English Public,3948771,20,Brant St,20 Brant St,M5V 2M1,former Toronto,Toronto,Alpha Alternative Junior Public School,102001,14036014,20,None,,None,3055,"{'type': 'Point', 'coordinates': (-1382192.5290020586, 5051283.841619181)}"
712,712,12631087,OCAD UNIVERSITY - ABOVEGRD ART SUPPLIES  ,None,U,None,74 MCCAUL ST,University,12631087,74,Mc Caul St,74 Mc Caul St,M5T 3K2,former Toronto,Toronto,None,115001,12631085,74,None,,None,3951,"{'type': 'Point', 'coordinates': (-1381404.7846369308, 5051877.9496985655)}"
713,713,12631093,OCAD UNIVERSITY - ANNEX BUILDING  ,None,U,None,113 MCCAUL ST,University,12631093,113,Mc Caul St,113 Mc Caul St,None,former Toronto,Toronto,None,115001,12631085,113,None,,None,3951,"{'type': 'Point', 'coordinates': (-1381375.419022752, 5052043.17509697)}"
714,714,10947998,OCAD UNIVERSITY - INCLUSIVE DESIGN INSTITUTE  ,None,U,None,49 MCCAUL ST,University,10947998,49,Mc Caul St,49 Mc Caul St,None,former Toronto,Toronto,None,115001,10947999,49,None,,None,3951,"{'type': 'Point', 'coordinates': (-1381361.6195268454, 5051763.103147771)}"
715,715,14606896,OCAD UNIVERSITY - MAIN BUILDING,None,U,None,100 MCCAUL ST,University,14606896,100,Mc Caul St,100 Mc Caul St,M5T 1W1,former Toronto,Toronto,None,102008,12631085,100,None,,None,3951,"{'type': 'Point', 'coordinates': (-1381412.5331680807, 5051944.212336092)}"
716,716,12631086,OCAD UNIVERSITY - ROSALIE SHARP PAVILION  ,None,U,None,115 MCCAUL ST,University,12631086,115,Mc Caul St,115 Mc Caul St,None,former Toronto,Toronto,None,115001,12631085,115,None,,None,3951,"{'type': 'Point', 'coordinates': (-1381378.6548682954, 5052056.465327395)}"
717,717,14208234,OCAD UNIVERSITY - STUDENT CENTRE ,None,U,None,51 MCCAUL ST,University,14208234,51,Mc Caul St,51 Mc Caul St,M5T 2W7,former Toronto,Toronto,None,115001,10947999,51,None,,None,3951,"{'type': 'Point', 'coordinates': (-1381360.9044930658, 5051794.344817643)}"
718,718,7796143,OCAD UNIVERSITY - THE LEARNING ZONE  ,None,U,None,122 ST PATRICK ST,University,7796143,122,St Patrick St,122 St Patrick St,M5T 2X8,former Toronto,Toronto,None,112001,14121645,122,None,,None,4471,"{'type': 'Point', 'coordinates': (-1381313.0802170387, 5051973.775900259)}"
719,719,8609165,O'CONNOR PUBLIC SCHOOL,None,EP,Toronto District School Board,1665 O'CONNOR DR,English Public,8609165,1665,O'Connor Dr,1665 O'Connor Dr,M4A 1W5,North York,Toronto,O'Connor Public School,102001,8609163,1665,None,,None,274,"{'type': 'Point', 'coordinates': (-1372531.0648043738, 5057157.619342618)}"
720,720,853889,OGDEN JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,33 PHOEBE ST,English Public,853889,33,Phoebe St,33 Phoebe St,M5T 1A8,former Toronto,Toronto,Ogden Public School,102001,20089930,33,None,,None,4188,"{'type': 'Point', 'coordinates': (-1381816.7847491526, 5051695.196132665)}"
721,721,990939,OLIVET NEW CHURCH  ,None,PR,None,279 BURNHAMTHORPE RD,Private,990939,279,Burnhamthorpe Rd,279 Burnhamthorpe Rd,M9B 1Z6,Etobicoke,Toronto,None,109001,911255,279,None,,None,1266,"{'type': 'Point', 'coordinates': (-1393905.1940237621, 5054898.108987238)}"
722,722,507995,ONE DIRECTION ACADEMY SECONDARY SCHOOL,None,PR,None,885 DON MILLS RD,Private,507995,885,Don Mills Rd,885 Don Mills Rd,M3C 1V9,North York,Toronto,None,104008,444376,885,None,,None,100,"{'type': 'Point', 'coordinates': (-1375114.845871506, 5058846.807497083)}"
723,723,20258267,ONTARIO ACADEMY OF INTERNATIONAL EDUCATION,None,PR,None,4 LANSING SQ,Private,20258267,4,Lansing Sq,4 Lansing Sq,M2J 5A2,North York,Toronto,None,104008,438287,4,None,,None,6007,"{'type': 'Point', 'coordinates': (-1372545.487623671, 5064005.280317834)}"
724,724,800592,ONTARIO ACADEMY OF TECHNOLOGY SECONDARY SCHOOL,None,PR,None,55 EGLINTON AVE E,Private,800592,55,Eglinton Ave E,55 Eglinton Ave E,M4P 1G8,former Toronto,Toronto,Canadian Unitarian Council,109001,1138300,55,None,,None,125,"{'type': 'Point', 'coordinates': (-1380225.0401583633, 5058041.7691129595)}"
725,725,13501978,ONTARIO INTERNATIONAL COLLEGE,None,PR,None,501 CONSUMERS RD,Private,13501978,501,Consumers Rd,501 Consumers Rd,M2J 5E2,North York,Toronto,None,104008,438663,501,None,,None,5264,"{'type': 'Point', 'coordinates': (-1372609.7527637747, 5063620.137693721)}"
726,726,515118,ORAYNU CHILDREN'S SCHOOL,None,PR,None,131 FENN AVE,Private,515118,131,Fenn Ave,131 Fenn Ave,M2P 1X7,North York,Toronto,St Andrew's Middle School,102001,441207,131,None,,None,5575,"{'type': 'Point', 'coordinates': (-1378450.1561626636, 5062888.326835636)}"
727,727,9947932,ORDE STREET JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,18 ORDE ST,English Public,9947932,18,Orde St,18 Orde St,M5T 1N7,former Toronto,Toronto,Orde Street Junior Public School,102001,30106991,18,None,,None,4112,"{'type': 'Point', 'coordinates': (-1381332.86491409, 5052592.075829503)}"
728,728,7323683,ORIOLE PARK JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,80 BRAEMAR AVE,English Public,7323683,80,Braemar Ave,80 Braemar Ave,M5P 2L4,former Toronto,Toronto,Oriole Park Junior Public School,102001,7323668,80,None,,None,3050,"{'type': 'Point', 'coordinates': (-1381450.3752942036, 5057849.580270632)}"
729,729,9486678,OSSINGTON OLD ORCHARD JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,380 OSSINGTON AVE,English Public,9486678,380,Ossington Ave,380 Ossington Ave,M6J 3A5,former Toronto,Toronto,Ossington/Old Orchard Public School,102001,14019831,380,None,,None,4125,"{'type': 'Point', 'coordinates': (-1383955.704571244, 5052579.860320606)}"
730,730,388154,OUR LADY OF FATIMA CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,3176 ST CLAIR AVE E,English Separate,388154,3176,St Clair Ave E,3176 St Clair Ave E,M1L 1V6,Scarborough,Toronto,Our Lady Of Fatima Catholic School,102003,112339,3176,None,,None,339,"{'type': 'Point', 'coordinates': (-1371866.737652279, 5056228.767433279)}"
731,731,313294,OUR LADY OF GRACE CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,121 BRIMWOOD BLVD,English Separate,313294,121,Brimwood Blvd,121 Brimwood Blvd,M1V 1E5,Scarborough,Toronto,Our Lady Of Grace Catholic School,102003,103854,121,None,,None,7438,"{'type': 'Point', 'coordinates': (-1367383.3367639976, 5067211.511991674)}"
732,732,10906432,OUR LADY OF GUADALUPE CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,3105 DON MILLS RD,English Separate,10906432,3105,Don Mills Rd,3105 Don Mills Rd,M2J 3C2,North York,Toronto,Our Lady of Guadalupe,102003,10906429,3105,None,,None,100,"{'type': 'Point', 'coordinates': (-1374348.5125682666, 5066357.748377622)}"
733,733,10923487,OUR LADY OF LOURDES CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,444 SHERBOURNE ST,English Separate,10923487,444,Sherbourne St,444 Sherbourne St,M4X 1K2,former Toronto,Toronto,Our Lady Of Lourdes Catholic School,102003,10923460,444,None,,None,4391,"{'type': 'Point', 'coordinates': (-1379697.839974672, 5053043.175772842)}"
734,734,9530460,OUR LADY OF PEACE CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,70 MATTICE AVE,English Separate,9530460,70,Mattice Ave,70 Mattice Ave,M9B 1T6,Etobicoke,Toronto,Our Lady Of Peace Catholic School,102003,9530456,70,None,,None,2072,"{'type': 'Point', 'coordinates': (-1393703.3214895164, 5054423.713266274)}"
735,735,13971319,OUR LADY OF PERPETUAL HELP CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,1 1/2 GARFIELD AVE,English Separate,13971319,1 1/2,Garfield Ave,1 1/2 Garfield Ave,M4T 1E6,former Toronto,Toronto,Our Lady Of Perpetual Help C S,102003,7944486,1,1/2,,None,3483,"{'type': 'Point', 'coordinates': (-1379788.3432401607, 5055571.622924724)}"
736,736,1019749,OUR LADY OF SORROWS CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,32 MONTGOMERY RD,English Separate,1019749,32,Montgomery Rd,32 Montgomery Rd,M8X 1Z4,Etobicoke,Toronto,Our Lady of Sorrows,102003,911305,32,None,,None,2136,"{'type': 'Point', 'coordinates': (-1391867.7614589157, 5054139.6767866695)}"
737,737,521683,OUR LADY OF THE ASSUMPTION CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,125 GLENMOUNT AVE,English Separate,521683,125,Glenmount Ave,125 Glenmount Ave,M6B 3C2,North York,Toronto,Our Lady of the Assumption Catholic School,102003,445392,125,None,,None,5702,"{'type': 'Point', 'coordinates': (-1382819.6083501913, 5059852.770304661)}"
738,738,9531820,OUR LADY OF VICTORY CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,70 GUESTVILLE AVE,English Separate,9531820,70,Guestville Ave,70 Guestville Ave,M6N 4N3,York,Toronto,Our Lady Of Victory Catholic School,102003,8787,70,None,,None,637,"{'type': 'Point', 'coordinates': (-1388471.0880015283, 5057457.105304617)}"
739,739,348652,OUR LADY OF WISDOM CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,10 JAPONICA RD,English Separate,348652,10,Japonica Rd,10 Japonica Rd,M1R 4R7,Scarborough,Toronto,Our Lady Of Wisdom Catholic School,102003,109091,10,None,,None,8189,"{'type': 'Point', 'coordinates': (-1371541.4714766464, 5062298.535056466)}"
740,740,548156,OVERLAND LEARNING CENTRE,None,EP,Toronto District School Board,55 OVERLAND DR,English Public,548156,55,Overland Dr,55 Overland Dr,M3C 2C3,North York,Toronto,Overland Learning Centre,102001,443301,55,None,,None,6354,"{'type': 'Point', 'coordinates': (-1375658.0396556123, 5059797.694230719)}"
741,741,3244814,OVERLEA LINC,None,EP,Toronto District School Board,14 OVERLEA BLVD,English Public,3244814,14,Overlea Blvd,14 Overlea Blvd,M4H 1A4,East York,Toronto,None,115001,3244866,14,None,,None,278,"{'type': 'Point', 'coordinates': (-1376740.0347646659, 5056732.4775485145)}"
742,742,548301,OWEN PUBLIC SCHOOL,None,EP,Toronto District School Board,111 OWEN BLVD,English Public,548301,111,Owen Blvd,111 Owen Blvd,M2P 1G6,North York,Toronto,Owen Public School,102001,441294,111,None,,None,6357,"{'type': 'Point', 'coordinates': (-1378700.9338841527, 5062652.320160626)}"
743,743,14627062,OXFORD COLLEGE OF CANADA ,None,PR,None,5231 YONGE ST,Private,14627062,5231,Yonge St,5231 Yonge St,M2N 5P8,North York,Toronto,None,112001,438723,5231,None,,None,4733,"{'type': 'Point', 'coordinates': (-1379687.9210105059, 5065602.773339328)}"
744,744,20237239,OXFORD COLLEGE OF CANADA SECONDARY SCHOOL,None,PR,None,155 CONSUMERS RD,Private,20237239,155,Consumers Rd,155 Consumers Rd,M2J 0A3,North York,Toronto,None,113001,438551,155,None,,None,5264,"{'type': 'Point', 'coordinates': (-1373174.7185018358, 5064067.280175811)}"
745,745,2119861,P T MONTESSORI SCHOOL,None,PR,None,280 CULFORD RD,Private,2119861,280,Culford Rd,280 Culford Rd,M6L 2V3,North York,Toronto,Elverston Trethewey United,109001,2119854,280,None,,None,5309,"{'type': 'Point', 'coordinates': (-1387683.8147072261, 5060760.321457021)}"
746,746,6619760,PALMERSTON AVENUE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,734 PALMERSTON AVE,English Public,6619760,734,Palmerston Ave,734 Palmerston Ave,M6G 2R4,former Toronto,Toronto,Palmerston Avenue Public School,102001,6619772,734,None,,None,4142,"{'type': 'Point', 'coordinates': (-1382905.6699647703, 5054138.924426747)}"
747,747,14615167,PAPE AVENUE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,220 LANGLEY AVE,English Public,14615167,220,Langley Ave,220 Langley Ave,M4K 1B9,former Toronto,Toronto,Pape Avenue Junior Public School,102002,14022329,220,None,,None,3812,"{'type': 'Point', 'coordinates': (-1376924.4037803432, 5052825.551664197)}"
748,748,7684096,PARK LANE PUBLIC SCHOOL,None,EP,Toronto District School Board,60 PARK LANE CRCL,English Public,7684096,60,Park Lane Crcl,60 Park Lane Crcl,M3C 2N2,North York,Toronto,Park Lane Public School,102001,7683816,60,None,,None,6377,"{'type': 'Point', 'coordinates': (-1377220.3664355753, 5059867.574924332)}"
749,749,985525,PARK LAWN JUNIOR MIDDLE SCHOOL,None,EP,Toronto District School Board,71 BALLACAINE DR,English Public,985525,71,Ballacaine Dr,71 Ballacaine Dr,M8Y 4B6,Etobicoke,Toronto,Park Lawn Junior Middle School,106007,912249,71,None,,None,1101,"{'type': 'Point', 'coordinates': (-1390359.344344749, 5052488.541875109)}"
750,750,8648700,PARK PLACE LINC CENTRE,None,ES,Toronto Catholic District School Board,2299 DUNDAS ST W,English Separate,8648700,2299,Dundas St W,2299 Dundas St W,M6R 1X7,former Toronto,Toronto,None,115001,8648660,2299,None,,None,558,"{'type': 'Point', 'coordinates': (-1386298.1249335913, 5053536.719037625)}"
751,751,8168404,PARKDALE COLLEGIATE INSTITUTE,None,EP,Toronto District School Board,209 JAMESON AVE,English Public,8168404,209,Jameson Ave,209 Jameson Ave,M6K 2Y3,former Toronto,Toronto,Parkdale Collegiate Institute,102002,8168402,209,None,,None,3740,"{'type': 'Point', 'coordinates': (-1385426.359440363, 5051415.777057098)}"
752,752,10180114,PARKDALE JUNIOR & SENIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,78 SEAFORTH AVE,English Public,10180114,78,Seaforth Ave,78 Seaforth Ave,M6K 3L2,former Toronto,Toronto,Parkdale Junior & Senior Public School,102001,10180125,78,None,,None,4372,"{'type': 'Point', 'coordinates': (-1385381.6352560713, 5051823.8758229185)}"
753,753,1026461,PARKFIELD JUNIOR SCHOOL,None,EP,Toronto District School Board,31 REDGRAVE DR,English Public,1026461,31,Redgrave Dr,31 Redgrave Dr,M9R 3T9,Etobicoke,Toronto,Parkfield Junior Public School,102001,909329,31,None,,None,2345,"{'type': 'Point', 'coordinates': (-1394960.3441401825, 5059017.30730904)}"
754,754,6427685,PARKSIDE ELEMENTARY SCHOOL,None,EP,Toronto District School Board,401 CEDARVALE AVE,English Public,6427685,401,Cedarvale Ave,401 Cedarvale Ave,M4C 4K7,East York,Toronto,Parkside Elementary School - Building Grounds,102001,30118988,401,None,,None,58,"{'type': 'Point', 'coordinates': (-1374010.664016899, 5055518.033550875)}"
755,755,373500,PARKVIEW ALTERNATIVE SCHOOL,None,EP,Toronto District School Board,1641 PHARMACY AVE,English Public,373500,1641,Pharmacy Ave,1641 Pharmacy Ave,M1R 2L2,Scarborough,Toronto,None,102001,108595,1641,None,,None,8691,"{'type': 'Point', 'coordinates': (-1371757.8033392064, 5063000.948194375)}"
756,756,8418224,PAUL PENNA DOWNTOWN JEWISH DAY SCHOOL,None,PR,None,750 SPADINA AVE,Private,8418224,750,Spadina Ave,750 Spadina Ave,M5S 2J2,former Toronto,Toronto,Miles Nadal Jewish Community Centre,115001,8418213,750,None,,None,4426,"{'type': 'Point', 'coordinates': (-1382063.241420107, 5053686.076859787)}"
757,757,329105,PAULINE JOHNSON JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,35 DUNMURRAY BLVD,English Public,329105,35,Dunmurray Blvd,35 Dunmurray Blvd,M1T 2K2,Scarborough,Toronto,Pauline Johnson Public School,102001,106690,35,None,,None,7788,"{'type': 'Point', 'coordinates': (-1370479.1239925185, 5064774.793036582)}"
758,758,9638081,PAULINE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,100 PAULINE AVE,English Public,9638081,100,Pauline Ave,100 Pauline Ave,M6H 3M8,former Toronto,Toronto,Pauline Public School,102001,14012736,100,None,,None,4168,"{'type': 'Point', 'coordinates': (-1385003.8785032216, 5054020.2976503875)}"
759,759,519066,PELMO PARK PUBLIC SCHOOL,None,EP,Toronto District School Board,180 GARY DR,English Public,519066,180,Gary Dr,180 Gary Dr,M9N 2M1,North York,Toronto,Pelmo Park Public School,102001,445999,180,None,,None,5666,"{'type': 'Point', 'coordinates': (-1389914.8920118639, 5061219.789787334)}"
760,760,397655,PERCY WILLIAMS JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,35 WHITE HEATHER BLVD,English Public,397655,35,White Heather Blvd,35 White Heather Blvd,M1V 1P6,Scarborough,Toronto,Percy Williams Public School,102001,103968,35,None,,None,9222,"{'type': 'Point', 'coordinates': (-1366622.403251945, 5067033.969540986)}"
761,761,8985455,PERE PHILIPPE LAMARCHE HIGH SCHOOL,None,FS,Conseil scolaire de district catholique Centre-Sud,2850 EGLINTON AVE E,French Separate,8985455,2850,Eglinton Ave E,2850 Eglinton Ave E,M1J 2C8,Scarborough,Toronto,Pere Philippe Lamarche High School,102004,8985453,2850,None,,None,125,"{'type': 'Point', 'coordinates': (-1366763.5228472005, 5058304.608237917)}"
762,762,8431734,PERTH AVENUE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,14 RUSKIN AVE,English Public,8431734,14,Ruskin Ave,14 Ruskin Ave,M6P 3P8,former Toronto,Toronto,Perth Avenue Junior Public School,102001,8431729,14,None,,None,4342,"{'type': 'Point', 'coordinates': (-1386065.3810175327, 5054341.631768071)}"
763,763,14206471,PETRE COLLEGE,None,PR,None,3359 YONGE ST,Private,14206471,3359,Yonge St,3359 Yonge St,M4N 2M6,former Toronto,Toronto,None,115001,10948010,3359,None,,None,4733,"{'type': 'Point', 'coordinates': (-1380099.03326646, 5060948.43538016)}"
764,764,7561629,PHOENIX MONTESSORI   ,None,PR,None,2 STATION RD,Private,7561629,2,Station Rd,2 Station Rd,M8V 2P9,Etobicoke,Toronto,Wesley Mimico United Church,109001,7561397,2,None,,None,344,"{'type': 'Point', 'coordinates': (-1390864.1323533908, 5049680.31262407)}"
765,765,576369,PIERRE LAPORTE MIDDLE SCHOOL,None,EP,Toronto District School Board,1270 WILSON AVE,English Public,576369,1270,Wilson Ave,1270 Wilson Ave,M3M 1H5,North York,Toronto,Pierre Laporte Middle School,102001,444500,1270,None,,None,4693,"{'type': 'Point', 'coordinates': (-1387435.0374667535, 5062110.881472755)}"
766,766,551399,PINEWAY PUBLIC SCHOOL,None,EP,Toronto District School Board,110 PINEWAY BLVD,English Public,551399,110,Pineway Blvd,110 Pineway Blvd,M2H 1A8,North York,Toronto,"Pineway Public School,Pineway Park",102001,30108298,110,None,,None,6436,"{'type': 'Point', 'coordinates': (-1375860.8746058373, 5067534.86870416)}"
767,767,30076180,PLEASANT PUBLIC SCHOOL,None,EP,Toronto District School Board,288 PLEASANT AVE,English Public,30076180,288,Pleasant Ave,288 Pleasant Ave,M2R 2R1,North York,Toronto,None,115001,437127,288,None,,None,6445,"{'type': 'Point', 'coordinates': (-1380885.104995057, 5068094.716672939)}"
768,768,492072,PLEASANT VIEW JUNIOR HIGH SCHOOL,None,EP,Toronto District School Board,175 BRIAN DR,English Public,492072,175,Brian Dr,175 Brian Dr,M2J 3Y8,North York,Toronto,Pleasant View Junior High School,102001,437221,175,None,,None,5028,"{'type': 'Point', 'coordinates': (-1372852.6671397754, 5065679.78408674)}"
769,769,9340702,POLARIS LEARNING CENTRE,None,PR,None,1560 BAYVIEW AVE,Private,9340702,1560,Bayview Ave,1560 Bayview Ave,M4G 3B8,former Toronto,Toronto,None,115001,9340683,1560,None,,None,24,"{'type': 'Point', 'coordinates': (-1378601.5753736664, 5057413.951426994)}"
