_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,geometry
175,175,14129930,CANADIAN TAMIL ACADEMY,None,PR,None,8 MILNER AVE,Private,14129930,8,Milner Ave,8 Milner Ave,M1S 3P8,Scarborough,Toronto,None,112001,106730,8,None,,None,8507,"{""coordinates"": [[324433.6256884135, 4849580.087938973]], ""type"": ""MultiPoint""}"
176,176,999333,CAN-AIM HIGH SCHOOL,None,PR,None,2 ELMHURST DR,Private,999333,2,Elmhurst Dr,2 Elmhurst Dr,M9W 2J3,Etobicoke,Toronto,None,100001,907562,2,None,,None,1544,"{""coordinates"": [[300655.5287535711, 4842798.1336854845]], ""type"": ""MultiPoint""}"
177,177,13502678,CANNY SCHOOL,None,PR,None,250 CONSUMERS RD,Private,13502678,250,Consumers Rd,250 Consumers Rd,M2J 4V6,North York,Toronto,None,112001,438551,250,None,,None,5264,"{""coordinates"": [[318417.08771916036, 4847997.075359641]], ""type"": ""MultiPoint""}"
178,178,9135228,CARDINAL CARTER ACADEMY FOR THE ARTS,None,ES,Toronto Catholic District School Board,36 GREENFIELD AVE,English Separate,9135228,36,Greenfield Ave,36 Greenfield Ave,M2N 3C8,North York,Toronto,Cardinal Carter Academy For The Arts,102004,20040806,36,None,,None,5748,"{""coordinates"": [[312065.8318260312, 4847129.2216589255]], ""type"": ""MultiPoint""}"
179,179,365821,CARDINAL LEGER CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,600 MORRISH RD,English Separate,365821,600,Morrish Rd,600 Morrish Rd,M1C 4Y1,Scarborough,Toronto,Cardinal Leger Catholic School,102003,13974899,600,None,,None,8538,"{""coordinates"": [[330917.84455776867, 4850419.696638002]], ""type"": ""MultiPoint""}"
180,180,7974726,CAREERQUEST - TORONTO,None,PR,None,129 YORKVILLE AVE,Private,7974726,129,Yorkville Ave,129 Yorkville Ave,M5R 1C4,former Toronto,Toronto,None,104008,7974709,129,None,,None,4737,"{""coordinates"": [[313386.9263560024, 4836731.57948232]], ""type"": ""MultiPoint""}"
181,181,8714071,CARLETON VILLAGE JUNIOR & SENIOR PUBLIC SCHOOL ,None,EP,Toronto District School Board,315 OSLER ST,English Public,8714071,315,Osler St,315 Osler St,M6N 2Z4,former Toronto,Toronto,Carleton Village North Public School,102002,14012998,315,None,,None,4124,"{""coordinates"": [[308023.4683143101, 4836933.88456691]], ""type"": ""MultiPoint""}"
182,182,497128,CASSANDRA PUBLIC SCHOOL,None,EP,Toronto District School Board,45 CASSANDRA BLVD,English Public,497128,45,Cassandra Blvd,45 Cassandra Blvd,M3A 1S5,North York,Toronto,Cassandra Public School,102001,30100005,45,None,,None,5139,"{""coordinates"": [[318579.89863067394, 4845398.610818645]], ""type"": ""MultiPoint""}"
183,183,992851,CASTLEBAR Junior School,None,EP,Toronto District School Board,70 CHARTWELL RD,English Public,992851,70,Chartwell Rd,70 Chartwell Rd,M8Z 4G6,Etobicoke,Toronto,None,104008,912905,70,None,,None,1336,"{""coordinates"": [[303687.15198223275, 4832289.8674924625]], ""type"": ""MultiPoint""}"
184,184,14078198,CATHEDRAL CHRISTIAN ACADEMY   ,None,PR,None,1111 ARROW RD,Private,14078198,1111,Arrow Rd,1111 Arrow Rd,M9M 3B3,North York,Toronto,None,115001,441458,1111,None,,None,4829,"{""coordinates"": [[302023.12357801775, 4845825.182116261]], ""type"": ""MultiPoint""}"
185,185,337054,CEDAR DRIVE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,21 GATESVIEW AVE,English Public,337054,21,Gatesview Ave,21 Gatesview Ave,M1J 3G4,Scarborough,Toronto,Cedar Drive Junior Public School,102001,110162,21,None,,None,7957,"{""coordinates"": [[327749.9799963774, 4845138.08265302]], ""type"": ""MultiPoint""}"
186,186,360056,CEDARBRAE COLLEGIATE INSTITUTE,None,EP,Toronto District School Board,550 MARKHAM RD,English Public,360056,550,Markham Rd,550 Markham Rd,M1H 2A2,Scarborough,Toronto,Cedarbrae Collegiate Institute,102002,109476,550,None,,None,8429,"{""coordinates"": [[326870.3431796781, 4846300.3164663995]], ""type"": ""MultiPoint""}"
187,187,367221,CEDARBROOK JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,56 NELSON ST,English Public,367221,56,Nelson St,56 Nelson St,M1J 2V6,Scarborough,Toronto,Cedarbrook Junior Public School,102001,110186,56,None,,None,4050,"{""coordinates"": [[326529.9412166891, 4845294.043653641]], ""type"": ""MultiPoint""}"
188,188,51217,CEDARVALE COMMUNITY SCHOOL,None,EP,Toronto District School Board,145 AVA RD,English Public,51217,145,Ava Rd,145 Ava Rd,M6C 1W4,York,Toronto,Cedarvale Community School,102001,7630,145,None,,None,418,"{""coordinates"": [[310419.8469474285, 4839565.385043717]], ""type"": ""MultiPoint""}"
189,189,11048263,CENTENNIAL COLLEGE - ASHTONBEE CAMPUS  ,None,C,None,75 ASHTONBEE RD,None,11048263,75,Ashtonbee Rd,75 Ashtonbee Rd,M1L 4N4,Scarborough,Toronto,None,115001,20362192,75,None,,None,7247,"{""coordinates"": [[321735.04902530415, 4843436.834095711]], ""type"": ""MultiPoint""}"
190,190,6387861,CENTENNIAL COLLEGE - CARLAW CAMPUS  ,None,C,None,951 CARLAW AVE,None,6387861,951,Carlaw Ave,951 Carlaw Ave,M4K 3M2,East York,Toronto,Centennial College,115001,6387864,951,None,,None,56,"{""coordinates"": [[316985.38075192977, 4838310.503118848]], ""type"": ""MultiPoint""}"
191,191,13494886,CENTENNIAL COLLEGE - DOWNSVIEW CAMPUS,None,C,None,65 CARL HALL RD,None,13494886,65,Carl Hall Rd,65 Carl Hall Rd,M3K 2E1,North York,Toronto,None,110001,30110451,65,None,,None,11506,"{""coordinates"": [[306717.5677328979, 4845268.828110602]], ""type"": ""MultiPoint""}"
192,192,5101257,CENTENNIAL COLLEGE - MIDLAND CAMPUS,None,C,None,1450 MIDLAND AVE,None,5101257,1450,Midland Ave,1450 Midland Ave,M1P 4Z8,Scarborough,Toronto,None,112001,5087274,1450,None,,None,8496,"{""coordinates"": [[323672.25773682294, 4845841.114622493]], ""type"": ""MultiPoint""}"
193,193,14198162,CENTENNIAL COLLEGE - MORNINGSIDE CAMPUS  ,None,C,None,755 MORNINGSIDE AVE,None,14198162,755,Morningside Ave,755 Morningside Ave,M1C 5J9,Scarborough,Toronto,Centennial HP Science and Technology Cen,102006,30075982,755,None,,None,4015,"{""coordinates"": [[329514.79578761884, 4849607.32181558]], ""type"": ""MultiPoint""}"
194,194,13503978,CENTENNIAL COLLEGE - PROGRESS CAMPUS  ,None,C,None,941 PROGRESS AVE,None,13503978,941,Progress Ave,941 Progress Ave,M1G 3T8,Scarborough,Toronto,None,102006,13971323,941,None,,None,8740,"{""coordinates"": [[326771.04827220936, 4849513.357896466]], ""type"": ""MultiPoint""}"
195,195,317905,CENTENNIAL ROAD JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,271 CENTENNIAL RD,English Public,317905,271,Centennial Rd,271 Centennial Rd,M1C 2A2,Scarborough,Toronto,Centennial Road Public School,102001,106476,271,None,,None,7544,"{""coordinates"": [[332967.95217766473, 4849725.271713355]], ""type"": ""MultiPoint""}"
196,196,7196008,CENTERPOINT LINC,None,EP,Toronto District School Board,6464 YONGE ST,English Public,7196008,6464,Yonge St,6464 Yonge St,M2M 3X4,North York,Toronto,None,107004,7195911,6464,None,,None,4733,"{""coordinates"": [[311046.32708666177, 4850656.205054488]], ""type"": ""MultiPoint""}"
197,197,996285,CENTRAL ETOBICOKE HIGH SCHOOL,None,EP,Toronto District School Board,10 DENFIELD ST,English Public,996285,10,Denfield St,10 Denfield St,M9R 3H1,Etobicoke,Toronto,Central Etobicoke High School,102002,909523,10,None,,None,1457,"{""coordinates"": [[300326.2326989266, 4837675.134605719]], ""type"": ""MultiPoint""}"
198,198,575631,CENTRAL MONTESSORI - WILLOWDALE,None,PR,None,157 WILLOWDALE AVE,Private,575631,157,Willowdale Ave,157 Willowdale Ave,M2N 4Y7,North York,Toronto,None,112001,439256,157,None,,None,7093,"{""coordinates"": [[312817.9026990873, 4847413.950591187]], ""type"": ""MultiPoint""}"
199,199,6924847,CENTRAL TECHNICAL SCHOOL,None,EP,Toronto District School Board,725 BATHURST ST,English Public,6924847,725,Bathurst St,725 Bathurst St,M5S 2R5,former Toronto,Toronto,Central Technical School,102002,6924827,725,None,,None,436,"{""coordinates"": [[312178.38755173114, 4835880.1576616]], ""type"": ""MultiPoint""}"
200,200,866713,CENTRAL TORONTO ACADEMY/CENTRAL COMMERCE COLLEGIATE INSTITUTE,None,EP,Toronto District School Board,570 SHAW ST,English Public,866713,570,Shaw St,570 Shaw St,M6G 3L6,former Toronto,Toronto,Central Commerce Collegiate,102002,1144414,570,None,,None,4388,"{""coordinates"": [[311091.6547328556, 4835339.152782658]], ""type"": ""MultiPoint""}"
201,201,9602785,CESTAR HIGH SCHOOL,None,PR,None,271 YORKLAND BLVD,Private,9602785,271,Yorkland Blvd,271 Yorkland Blvd,M2J 1S5,North York,Toronto,None,115001,30121150,271,None,,None,7150,"{""coordinates"": [[318040.6807907875, 4848208.698330602]], ""type"": ""MultiPoint""}"
202,202,10494536,CHALKFARM PUBLIC SCHOOL,None,EP,Toronto District School Board,100 CHALKFARM DR,English Public,10494536,100,Chalkfarm Dr,100 Chalkfarm Dr,M3L 1L4,North York,Toronto,Chalkfarm Public School,102001,10494522,100,None,,None,5162,"{""coordinates"": [[303640.7152285949, 4843016.076580453]], ""type"": ""MultiPoint""}"
203,203,553615,CHAMINADE COLLEGE SCHOOL,None,ES,Toronto Catholic District School Board,490 QUEEN'S DR,English Separate,553615,490,Queen's Dr,490 Queen's Dr,M6L 1M8,North York,Toronto,Chaminade College,102004,446154,490,None,,None,826,"{""coordinates"": [[305117.8229242576, 4841125.638884353]], ""type"": ""MultiPoint""}"
204,204,9038626,CHARLES E WEBSTER JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,1900 KEELE ST,English Public,9038626,1900,Keele St,1900 Keele St,M6M 3X7,York,Toronto,C. E. Webster Junior Public School,102001,9038621,1900,None,,None,703,"{""coordinates"": [[306807.49058281304, 4839275.4721764475]], ""type"": ""MultiPoint""}"
205,205,837099,CHARLES G FRASER JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,79 MANNING AVE,English Public,837099,79,Manning Ave,79 Manning Ave,M6J 2K6,former Toronto,Toronto,Charles G Fraser Public School,102001,14018080,79,None,,None,3909,"{""coordinates"": [[312102.22552942997, 4834290.515947124]], ""type"": ""MultiPoint""}"
206,206,6436438,CHARLES GORDON SENIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,25 MARCOS BLVD,English Public,6436438,25,Marcos Blvd,25 Marcos Blvd,M1K 5A7,Scarborough,Toronto,Charles Gordon Public School,102001,110208,25,None,,None,8421,"{""coordinates"": [[324087.26664770034, 4845174.512731661]], ""type"": ""MultiPoint""}"
207,207,575920,CHARLES H BEST MIDDLE SCHOOL,None,EP,Toronto District School Board,285 WILMINGTON AVE,English Public,575920,285,Wilmington Ave,285 Wilmington Ave,M3H 5K8,North York,Toronto,Charles H Best Middle School,102001,439329,285,None,,None,7095,"{""coordinates"": [[308130.9745322271, 4847498.295682035]], ""type"": ""MultiPoint""}"
208,208,318714,CHARLOTTETOWN JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,85 CHARLOTTETOWN BLVD,English Public,318714,85,Charlottetown Blvd,85 Charlottetown Blvd,M1C 2C7,Scarborough,Toronto,Charlottetown Junior Elementary School - Building Grounds,102001,106764,85,None,,None,7564,"{""coordinates"": [[333599.2760528501, 4849184.468794768]], ""type"": ""MultiPoint""}"
209,209,6332543,CHARTLAND JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,109 CHARTLAND BLVD S,English Public,6332543,109,Chartland Blvd S,109 Chartland Blvd S,M1S 2R7,Scarborough,Toronto,Chartland Junior Public School,102001,6332527,109,None,,None,7566,"{""coordinates"": [[322623.3750455445, 4851136.787703917]], ""type"": ""MultiPoint""}"
210,210,498606,CHEROKEE PUBLIC SCHOOL,None,EP,Toronto District School Board,390 CHEROKEE BLVD,English Public,498606,390,Cherokee Blvd,390 Cherokee Blvd,M2H 2W7,North York,Toronto,Cherokee Public School,102001,436481,390,None,,None,5182,"{""coordinates"": [[317786.7308995918, 4850989.398841609]], ""type"": ""MultiPoint""}"
211,211,3232917,CHESTER ELEMENTARY SCHOOL,None,EP,Toronto District School Board,115 GOWAN AVE,English Public,3232917,115,Gowan Ave,115 Gowan Ave,M4K 2E4,East York,Toronto,Chester Elementary School,102001,3232919,115,None,,None,178,"{""coordinates"": [[316755.0728003397, 4838637.943065672]], ""type"": ""MultiPoint""}"
212,212,6242276,CHESTER LE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,201 CHESTER LE BLVD,English Public,6242276,201,Chester Le Blvd,201 Chester Le Blvd,M1W 2K7,Scarborough,Toronto,Chester Le Junior Elementary School - Building Grounds,102001,6242279,201,None,,None,7576,"{""coordinates"": [[318391.8477919125, 4850971.159830962]], ""type"": ""MultiPoint""}"
213,213,337172,CHIEF DAN GEORGE PUBLIC SCHOOL,None,EP,Toronto District School Board,185 GENERATION BLVD,English Public,337172,185,Generation Blvd,185 Generation Blvd,M1B 2K5,Scarborough,Toronto,Chief Dan George Public School,102001,104636,185,None,,None,7965,"{""coordinates"": [[331849.28141730966, 4851471.561428838]], ""type"": ""MultiPoint""}"
214,214,11915536,CHILDREN'S GARDEN JUNIOR SCHOOL,None,PR,None,670 EGLINTON AVE E,Private,11915536,670,Eglinton Ave E,670 Eglinton Ave E,M4G 2K4,East York,Toronto,Leaside Presbyterian Church,109001,11915528,670,None,,None,125,"{""coordinates"": [[315061.30116386985, 4841383.731614488]], ""type"": ""MultiPoint""}"
215,215,2904931,CHINE DRIVE PUBLIC SCHOOL,None,EP,Toronto District School Board,51 CHINE DR,English Public,2904931,51,Chine Dr,51 Chine Dr,M1M 2K8,Scarborough,Toronto,Chine Drive Public School,102001,30029531,51,None,,None,7587,"{""coordinates"": [[325608.28128405794, 4841145.990414674]], ""type"": ""MultiPoint""}"
216,216,762114,CHURCH STREET JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,83 ALEXANDER ST,English Public,762114,83,Alexander St,83 Alexander St,M4Y 1B7,former Toronto,Toronto,Church Street Public School,102001,14023586,83,None,,None,9761,"{""coordinates"": [[314544.5311328271, 4835968.747592283]], ""type"": ""MultiPoint""}"
217,217,313046,CHURCHILL HEIGHTS PUBLIC SCHOOL,None,EP,Toronto District School Board,749 BRIMORTON DR,English Public,313046,749,Brimorton Dr,749 Brimorton Dr,M1G 2S4,Scarborough,Toronto,Churchill Heights Public School,102001,107715,749,None,,None,7437,"{""coordinates"": [[326993.60320145177, 4848172.840129966]], ""type"": ""MultiPoint""}"
218,218,499519,CHURCHILL PUBLIC SCHOOL ,None,EP,Toronto District School Board,188 CHURCHILL AVE,English Public,499519,188,Churchill Ave,188 Churchill Ave,M2N 1Z5,North York,Toronto,Churchill Public School,102001,438811,188,None,,None,3167,"{""coordinates"": [[310674.3130895392, 4847867.59855899]], ""type"": ""MultiPoint""}"
219,219,7274519,CITY ACADEMY   ,None,PR,None,1910 YONGE ST,Private,7274519,1910,Yonge St,1910 Yonge St,M4S 3B2,former Toronto,Toronto,None,104008,7274517,1910,None,,None,4733,"{""coordinates"": [[313103.15147675184, 4839838.321934469]], ""type"": ""MultiPoint""}"
220,220,3841913,CITY ADULT LEARNING CENTRE,None,EP,Toronto District School Board,1 DANFORTH AVE,English Public,3841913,1,Danforth Ave,1 Danforth Ave,M4K 1M8,former Toronto,Toronto,City Adult Learning Centre (Calc),102002,3841911,1,None,,None,86,"{""coordinates"": [[316084.48788746796, 4837226.810332759]], ""type"": ""MultiPoint""}"
221,221,20056424,CITY SCHOOL,None,EP,Toronto District School Board,635 QUEENS QUAY W,English Public,20056424,635,Queens Quay W,635 Queens Quay W,M5V 3G3,former Toronto,Toronto,Waterfront School,102001,14130691,635,None,,None,4244,"{""coordinates"": [[313095.9063205713, 4832871.747178125]], ""type"": ""MultiPoint""}"
222,222,10759447,CITY VIEW ALTERNATIVE SENIOR SCHOOL,None,EP,Toronto District School Board,38 SHIRLEY ST,English Public,10759447,38,Shirley St,38 Shirley St,M6K 1S9,former Toronto,Toronto,"Shirley Street Junior Public School, City View Alternative Senior School",102001,14017192,38,None,,None,4400,"{""coordinates"": [[309904.8909203635, 4834287.830997035]], ""type"": ""MultiPoint""}"
223,223,14074599,CIVIC CENTRE LINC,None,EP,Toronto District School Board,385 THE WEST MALL,English Public,14074599,385,The West Mall,385 The West Mall,M9C 1E7,Etobicoke,Toronto,None,104008,30092385,385,None,,None,2604,"{""coordinates"": [[299530.8647498545, 4833565.764356378]], ""type"": ""MultiPoint""}"
224,224,10558804,CLAIREVILLE JUNIOR SCHOOL,None,EP,Toronto District School Board,350 SILVERSTONE DR,English Public,10558804,350,Silverstone Dr,350 Silverstone Dr,M9V 3J4,Etobicoke,Toronto,Claireville Public School,102001,10558805,350,None,,None,2485,"{""coordinates"": [[296819.00849026203, 4845343.207316953]], ""type"": ""MultiPoint""}"
225,225,6511806,CLAIRLEA PUBLIC SCHOOL ,None,EP,Toronto District School Board,25 ROSALIND CRES,English Public,6511806,25,Rosalind Cres,25 Rosalind Cres,M1L 2X1,Scarborough,Toronto,Clairlea Public School,102001,6511804,25,None,,None,8824,"{""coordinates"": [[321219.38908048806, 4841855.242389574]], ""type"": ""MultiPoint""}"
226,226,20097586,CLAUDE WATSON SCHOOL FOR THE ARTS  ,None,EP,Toronto District School Board,130 DORIS AVE,English Public,20097586,130,Doris Ave,130 Doris Ave,M2N 0A8,North York,Toronto,Watson School for the Performing Arts,102001,30053442,130,None,,None,5419,"{""coordinates"": [[312096.8668246325, 4847310.3946259655]], ""type"": ""MultiPoint""}"
227,227,8802114,CLIFFSIDE PUBLIC SCHOOL,None,EP,Toronto District School Board,27 EAST HAVEN DR,English Public,8802114,27,East Haven Dr,27 East Haven Dr,M1N 1M1,Scarborough,Toronto,Cliffside Public School,102001,30076792,27,None,,None,7810,"{""coordinates"": [[324918.04339361604, 4840578.766531869]], ""type"": ""MultiPoint""}"
228,228,8649130,CLIFFWOOD PUBLIC SCHOOL,None,EP,Toronto District School Board,140 CLIFFWOOD RD,English Public,8649130,140,Cliffwood Rd,140 Cliffwood Rd,M2H 2E4,North York,Toronto,Cliffwood Public School,102001,30006220,140,None,,None,5225,"{""coordinates"": [[316058.9522249111, 4851822.746732959]], ""type"": ""MultiPoint""}"
229,229,9084913,CLINTON INTERNATIONAL COLLEGE,None,PR,None,1 ELMHURST AVE,Private,9084913,1,Elmhurst Ave,1 Elmhurst Ave,M2N 1R3,North York,Toronto,None,115001,20037220,1,None,,None,5499,"{""coordinates"": [[311899.71885255916, 4846999.798685723]], ""type"": ""MultiPoint""}"
230,230,837356,CLINTON STREET JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,460 MANNING AVE,English Public,837356,460,Manning Ave,460 Manning Ave,M6G 2V7,former Toronto,Toronto,Clinton Street Public School,102001,14019934,460,None,,None,3909,"{""coordinates"": [[311732.19661808666, 4835302.858774716]], ""type"": ""MultiPoint""}"
231,231,12387710,COLLEGE FRANCAIS - CARLTON CAMPUS,None,FP,Conseil scolaire Viamonde,100 CARLTON ST,French Public,12387710,100,Carlton St,100 Carlton St,M5B 1M3,former Toronto,Toronto,College Francais,115001,12387707,100,None,,None,3116,"{""coordinates"": [[314647.23711173685, 4835844.451612144]], ""type"": ""MultiPoint""}"
232,232,20553,COMMUNITY LIFE CHRISTIAN SCHOOL,None,PR,None,140 DAWES RD,Private,20553,140,Dawes Rd,140 Dawes Rd,M4C 5C2,East York,Toronto,Faith Presbyterian Community Church,109001,1273,140,None,,None,88,"{""coordinates"": [[321113.4320413254, 4839333.287841871]], ""type"": ""MultiPoint""}"
233,233,7796144,CONTACT ALTERNATIVE SCHOOL,None,EP,Toronto District School Board,132 ST PATRICK ST,English Public,7796144,132,St Patrick St,132 St Patrick St,M5T 1V1,former Toronto,Toronto,Mccaul Street Public School,102001,14121645,132,None,,None,4471,"{""coordinates"": [[313641.4272687186, 4834874.022808181]], ""type"": ""MultiPoint""}"
234,234,8492735,CORDELLA JUNIOR PUBLIC SCHOOL ,None,EP,Toronto District School Board,175 CORDELLA AVE,English Public,8492735,175,Cordella Ave,175 Cordella Ave,M6N 2K1,York,Toronto,Cordella Junior Public School,102001,30073965,175,None,,None,528,"{""coordinates"": [[305801.2397260064, 4837679.438483549]], ""type"": ""MultiPoint""}"
235,235,5266273,CORNELL INTERNATIONAL ACADEMY,None,PR,None,250 SHEPPARD AVE E,Private,5266273,250,Sheppard Ave E,250 Sheppard Ave E,M2N 6M9,North York,Toronto,None,107010,20041068,250,None,,None,6698,"{""coordinates"": [[312836.5976898095, 4847151.286637517]], ""type"": ""MultiPoint""}"
236,236,344918,CORNELL JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,61 HOLMFIRTH TER,English Public,344918,61,Holmfirth Ter,61 Holmfirth Ter,M1G 1G8,Scarborough,Toronto,Cornell Junior Public School - Building Grounds,102001,109132,61,None,,None,8123,"{""coordinates"": [[327504.2660750831, 4846641.4783908455]], ""type"": ""MultiPoint""}"
237,237,11541969,CORNERSTONE PREPARATORY - DON MILLS CAMPUS,None,PR,None,33 MALLARD RD,Private,11541969,33,Mallard Rd,33 Mallard Rd,M3B 1S4,North York,Toronto,None,112001,11541970,33,None,,None,6135,"{""coordinates"": [[316914.435923343, 4845269.008879857]], ""type"": ""MultiPoint""}"
238,238,771736,CORNERSTONE PREPARATORY - MAIN CAMPUS,None,PR,None,177 BEVERLEY ST,Private,771736,177,Beverley St,177 Beverley St,M5T 1Y7,former Toronto,Toronto,Toronto Chinese Presbyterian,109001,1144653,177,None,,None,3002,"{""coordinates"": [[313330.30032860104, 4835073.973779511]], ""type"": ""MultiPoint""}"
239,239,323066,CORVETTE JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,30 CORVETTE AVE,English Public,323066,30,Corvette Ave,30 Corvette Ave,M1K 3G2,Scarborough,Toronto,Corvette Junior Public School,102001,111593,30,None,,None,7657,"{""coordinates"": [[323962.0256189971, 4842974.44012672]], ""type"": ""MultiPoint""}"
240,240,7794470,COSBURN MIDDLE SCHOOL ,None,EP,Toronto District School Board,520 COSBURN AVE,English Public,7794470,520,Cosburn Ave,520 Cosburn Ave,M4J 2P1,East York,Toronto,Cosburn Middle School,102001,7794467,520,None,,None,70,"{""coordinates"": [[318441.36751701124, 4839359.949898366]], ""type"": ""MultiPoint""}"
241,241,772190,COTTINGHAM JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,85 BIRCH AVE,English Public,772190,85,Birch Ave,85 Birch Ave,M4V 1E3,former Toronto,Toronto,Cottingham Junior Public School,102001,20045802,85,None,,None,3007,"{""coordinates"": [[313217.04141106573, 4837830.120290127]], ""type"": ""MultiPoint""}"
242,242,333309,COURCELETTE PUBLIC SCHOOL,None,EP,Toronto District School Board,100 FALLINGBROOK RD,English Public,333309,100,Fallingbrook Rd,100 Fallingbrook Rd,M1N 2T6,Scarborough,Toronto,Courcelette Public School,102001,113247,100,None,,None,7874,"{""coordinates"": [[322654.2407304161, 4837730.823092423]], ""type"": ""MultiPoint""}"
243,243,11530149,CRAWFORD ADVENTIST ACADEMY   ,None,PR,None,531 FINCH AVE W,Private,11530149,531,Finch Ave W,531 Finch Ave W,M2R 3X2,North York,Toronto,None,102008,20092034,531,None,,None,1610,"{""coordinates"": [[309244.0013455973, 4847975.36957209]], ""type"": ""MultiPoint""}"
244,244,487616,CRESCENT SCHOOL,None,PR,None,2365 BAYVIEW AVE,Private,487616,2365,Bayview Ave,2365 Bayview Ave,M2L 1A2,North York,Toronto,None,102005,443573,2365,None,,None,24,"{""coordinates"": [[314556.0223057301, 4843676.117217383]], ""type"": ""MultiPoint""}"
245,245,4202208,CRESCENT TOWN ELEMENTARY SCHOOL ,None,EP,Toronto District School Board,4 MASSEY SQ,English Public,4202208,4,Massey Sq,4 Massey Sq,M4C 5M9,East York,Toronto,Crescent Town Elementary School,102001,4153333,4,None,,None,11100,"{""coordinates"": [[321528.582975346, 4839674.079771509]], ""type"": ""MultiPoint""}"
246,246,504194,CRESTHAVEN PUBLIC SCHOOL ,None,EP,Toronto District School Board,46 CRESTHAVEN DR,English Public,504194,46,Cresthaven Dr,46 Cresthaven Dr,M2H 1M1,North York,Toronto,Cresthaven Public School,102001,30102963,46,None,,None,5297,"{""coordinates"": [[315781.28925106156, 4850814.299918671]], ""type"": ""MultiPoint""}"
247,247,560542,CRESTVIEW PUBLIC SCHOOL,None,EP,Toronto District School Board,101 SENECA HILL DR,English Public,560542,101,Seneca Hill Dr,101 Seneca Hill Dr,M2J 2W3,North York,Toronto,Crestview Public School,102001,437045,101,None,,None,6676,"{""coordinates"": [[316080.1731757829, 4849838.591085414]], ""type"": ""MultiPoint""}"
248,248,535880,CRESTWOOD,None,PR,None,411 LAWRENCE AVE E,Private,535880,411,Lawrence Ave E,411 Lawrence Ave E,M3C 1N9,North York,Toronto,None,104008,443572,411,None,,None,3828,"{""coordinates"": [[314619.90028751246, 4843373.796269812]], ""type"": ""MultiPoint""}"
249,249,492885,CRESTWOOD PREPARATORY COLLEGE   ,None,PR,None,217 BROOKBANKS DR,Private,492885,217,Brookbanks Dr,217 Brookbanks Dr,M3A 2T7,North York,Toronto,Crestwood Preparatory College,102008,30004684,217,None,,None,5045,"{""coordinates"": [[318914.90159892314, 4846606.717595786]], ""type"": ""MultiPoint""}"
250,250,561927,CROWN ACADEMIC INTERNATIONAL SCHOOL,None,PR,None,25 SHEPPARD AVE W,Private,561927,25,Sheppard Ave W,25 Sheppard Ave W,M2N 6S6,North York,Toronto,None,108006,439820,25,None,,None,6699,"{""coordinates"": [[311872.7858520227, 4846764.76672817]], ""type"": ""MultiPoint""}"
251,251,14128672,CROWN ACADEMY SCARBOROUGH,None,PR,None,55 TOWN CENTRE CRT,Private,14128672,55,Town Centre Crt,55 Town Centre Crt,M1P 4X4,Scarborough,Toronto,None,104008,107849,55,None,,None,9555,"{""coordinates"": [[324588.7296298631, 4848243.544173328]], ""type"": ""MultiPoint""}"
252,252,541058,CUMMER VALLEY MIDDLE SCHOOL,None,EP,Toronto District School Board,70 MAXOME AVE,English Public,541058,70,Maxome Ave,70 Maxome Ave,M2M 3K1,North York,Toronto,Cummer Valley Middle School,102001,437113,70,None,,None,6183,"{""coordinates"": [[312745.84576628194, 4849811.537166185]], ""type"": ""MultiPoint""}"
253,253,7754527,D A MORRISON MIDDLE SCHOOL,None,EP,Toronto District School Board,271 GLEDHILL AVE,English Public,7754527,271,Gledhill Ave,271 Gledhill Ave,M4C 4L2,East York,Toronto,D. A. Morrison Middle School,102001,7754529,271,None,,None,159,"{""coordinates"": [[319979.2322470498, 4839510.372836308]], ""type"": ""MultiPoint""}"
254,254,8105948,DA VINCI SCHOOL,None,EP,Toronto District School Board,33 ROBERT ST,English Public,8105948,33,Robert St,33 Robert St,M5S 2K2,former Toronto,Toronto,None,115001,14022601,33,None,,None,844,"{""coordinates"": [[312711.83444710786, 4835449.141726506]], ""type"": ""MultiPoint""}"
