_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,geometry
1,1,330677,A PLUS ACADEMY OF ADVANCEMENT,None,PR,None,2425 EGLINTON AVE E,Private,330677,2425,Eglinton Ave E,2425 Eglinton Ave E,M1K 5G8,Scarborough,Toronto,None,104008,111254,2425,None,,None,125,"{""coordinates"": [[323561.9447044335, 4843595.09402532]], ""type"": ""MultiPoint""}"
2,2,524780,A R S ARMENIAN PRIVATE SCHOOL,None,PR,None,50 HALLCROWN PL,Private,524780,50,Hallcrown Pl,50 Hallcrown Pl,M2J 1P7,North York,Toronto,None,104008,438652,50,None,,None,5778,"{""coordinates"": [[319037.47660462774, 4847802.38238006]], ""type"": ""MultiPoint""}"
3,3,20258267,A Y J GLOBAL ACADEMY,None,PR,None,4 LANSING SQ,Private,20258267,4,Lansing Sq,4 Lansing Sq,M2J 5A2,North York,Toronto,None,104008,438287,4,None,,None,6007,"{""coordinates"": [[318870.665644494, 4848249.695304258]], ""type"": ""MultiPoint""}"
4,4,517961,A Y JACKSON SECONDARY SCHOOL,None,EP,Toronto District School Board,50 FRANCINE DR,English Public,517961,50,Francine Dr,50 Francine Dr,M2H 2G6,North York,Toronto,A. Y. Jackson Secondary School,102002,436260,50,None,,None,5639,"{""coordinates"": [[315537.2263147297, 4851707.366765408]], ""type"": ""MultiPoint""}"
5,5,13967401,ABACUS MONTESSORI LEARNING CENTRE,None,PR,None,4 CREDIT UNION DR,Private,13967401,4,Credit Union Dr,4 Credit Union Dr,M4A 2N8,North York,Toronto,Latvian Canadian Centre,106007,444179,4,None,,None,5294,"{""coordinates"": [[319382.10142967635, 4842845.898255153]], ""type"": ""MultiPoint""}"
6,6,4605052,ABU BAKR EDUCATION ACADEMY,None,PR,None,2665 LAWRENCE AVE E,Private,4605052,2665,Lawrence Ave E,2665 Lawrence Ave E,M1P 2S2,Scarborough,Toronto,None,112001,4605051,2665,None,,None,3828,"{""coordinates"": [[323953.7766846908, 4845748.32363251]], ""type"": ""MultiPoint""}"
7,7,8087266,ACACIA INTERNATIONAL HIGH SCHOOL,None,PR,None,5415 DUNDAS ST W,Private,8087266,5415,Dundas St W,5415 Dundas St W,M9B 1B5,Etobicoke,Toronto,None,115001,8087218,5415,None,,None,558,"{""coordinates"": [[301468.5763853963, 4832669.225473766]], ""type"": ""MultiPoint""}"
8,8,322971,ACADEMIE ALEXANDRE DUMAS,None,FP,Conseil scolaire Viamonde,255 CORONATION DR,French Public,322971,255,Coronation Dr,255 Coronation Dr,M1E 2J3,Scarborough,Toronto,Academie Alexandre Dumas,102001,108815,255,None,,None,7654,"{""coordinates"": [[330584.76953628176, 4846988.883256863]], ""type"": ""MultiPoint""}"
9,9,575619,ACADEMY OF EXCELLENCE  ,None,PR,None,128 WILLOWDALE AVE,Private,575619,128,Willowdale Ave,128 Willowdale Ave,M2N 4Y2,North York,Toronto,None,112001,439396,128,None,,None,7093,"{""coordinates"": [[312810.9376966308, 4847251.311620301]], ""type"": ""MultiPoint""}"
10,10,30029356,ACADEMY OF MATH AND ENGLISH,None,PR,None,5101 DUNDAS ST W,Private,30029356,5101,Dundas St W,5101 Dundas St W,M9A 5G8,Etobicoke,Toronto,None,112001,30012612,5101,None,,None,558,"{""coordinates"": [[302219.4912784377, 4833875.3362418525]], ""type"": ""MultiPoint""}"
11,11,9311790,ACADEMY OF NEW ECHO EDUCATION,None,PR,None,1041 MCNICOLL AVE,Private,9311790,1041,McNicoll Ave,1041 McNicoll Ave,M1W 3W6,Scarborough,Toronto,None,115001,9311781,1041,None,,None,6195,"{""coordinates"": [[318118.74285450164, 4851588.730727376]], ""type"": ""MultiPoint""}"
12,12,508042,ACE ACUMEN HIGH SCHOOL,None,PR,None,1440 DON MILLS RD,Private,508042,1440,Don Mills Rd,1440 Don Mills Rd,M3B 3M1,North York,Toronto,None,104008,441121,1440,None,,None,100,"{""coordinates"": [[317080.8859025501, 4845651.989807829]], ""type"": ""MultiPoint""}"
13,13,10476656,ADAM BECK JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,400 SCARBOROUGH RD,English Public,10476656,400,Scarborough Rd,400 Scarborough Rd,M4E 3M8,former Toronto,Toronto,Adam Beck Junior Public School,102001,10476638,400,None,,None,4366,"{""coordinates"": [[321853.1578826684, 4838154.560035214]], ""type"": ""MultiPoint""}"
14,14,5336735,ADELFIHA'S CHRISTIAN ACADEMY,None,PR,None,4340 DUFFERIN ST,Private,5336735,4340,Dufferin St,4340 Dufferin St,M3H 5R9,North York,Toronto,Revival Time Tabernacle,109001,5336708,4340,None,,None,557,"{""coordinates"": [[307502.0076318888, 4846969.649790257]], ""type"": ""MultiPoint""}"
15,15,10133016,AFRICENTRIC ALTERNATIVE SCHOOL,None,EP,Toronto District School Board,1430 SHEPPARD AVE W,English Public,10133016,1430,Sheppard Ave W,1430 Sheppard Ave W,M3M 2W9,North York,Toronto,Sheppard Public School,102001,10133008,1430,None,,None,6699,"{""coordinates"": [[305745.75390044146, 4845051.090171118]], ""type"": ""MultiPoint""}"
16,16,316926,AFZAL ISLAMIC MONTESSORI & ACADEMY,None,PR,None,33 CASEBRIDGE CRT,Private,316926,33,Casebridge Crt,33 Casebridge Crt,M1B 3J5,Scarborough,Toronto,None,113001,104065,33,None,,None,7522,"{""coordinates"": [[328973.2459437026, 4852167.333372611]], ""type"": ""MultiPoint""}"
17,17,3211411,AGINCOURT COLLEGIATE INSTITUTE,None,EP,Toronto District School Board,2621 MIDLAND AVE,English Public,3211411,2621,Midland Ave,2621 Midland Ave,M1S 1R6,Scarborough,Toronto,Agincourt Collegiate Institute,102002,3216896,2621,None,,None,8496,"{""coordinates"": [[322594.03402216564, 4849901.868924342]], ""type"": ""MultiPoint""}"
18,18,382096,AGINCOURT INTERNATIONAL ACADEMY,None,PR,None,1001 SANDHURST CRCL,Private,382096,1001,Sandhurst Crcl,1001 Sandhurst Crcl,M1V 1Z6,Scarborough,Toronto,None,107005,104203,1001,None,,None,8871,"{""coordinates"": [[323813.5388585122, 4852169.839492532]], ""type"": ""MultiPoint""}"
19,19,356507,AGINCOURT JR PUBLIC SCHOOL,None,EP,Toronto District School Board,29 LOCKIE AVE,English Public,356507,29,Lockie Ave,29 Lockie Ave,M1S 1N3,Scarborough,Toronto,Agincourt Junior Public School,102001,106335,29,None,,None,8352,"{""coordinates"": [[322412.94105269224, 4849833.1039407775]], ""type"": ""MultiPoint""}"
20,20,5479010,AGINCOURT MONTESSORI  ,None,PR,None,2575 MIDLAND AVE,Private,5479010,2575,Midland Ave,2575 Midland Ave,M1S 1R3,Scarborough,Toronto,None,115001,5479011,2575,None,,None,8496,"{""coordinates"": [[322611.3170128461, 4849631.8839719985]], ""type"": ""MultiPoint""}"
21,21,30022742,AGNES MCPHAIL PUBLIC SCHOOL,None,EP,Toronto District School Board,112 GOLDHAWK TRL,English Public,30022742,112,Goldhawk Trl,112 Goldhawk Trl,M1V 1W5,Scarborough,Toronto,None,102001,103439,112,None,,None,7999,"{""coordinates"": [[322613.6970968897, 4853278.763323131]], ""type"": ""MultiPoint""}"
22,22,10785753,AIM ACADEMY ISLAMIC SCHOOL,None,PR,None,56 BOUSTEAD AVE,Private,10785753,56,Boustead Ave,56 Boustead Ave,M6R 1Y9,former Toronto,Toronto,The Canadian Islamic Trust,109001,10785734,56,None,,None,3041,"{""coordinates"": [[308472.9191870164, 4834818.437934397]], ""type"": ""MultiPoint""}"
23,23,2119588,AL AZHAR ISLAMIC SCHOOL,None,PR,None,100 MCLEVIN AVE,Private,2119588,100,McLevin Ave,100 McLevin Ave,M1B 5K1,Scarborough,Toronto,None,113001,2119589,100,None,,None,8463,"{""coordinates"": [[325996.7484516836, 4851320.561592855]], ""type"": ""MultiPoint""}"
24,24,376316,AL HAADI SCHOOL,None,PR,None,690 PROGRESS AVE,Private,376316,690,Progress Ave,690 Progress Ave,M1H 3A6,Scarborough,Toronto,None,113001,107416,690,None,,None,8740,"{""coordinates"": [[325052.97755796235, 4848694.338082283]], ""type"": ""MultiPoint""}"
25,25,1017314,AL IKHLAAS FOUNDATION SCHOOL,None,PR,None,1245 MARTIN GROVE RD,Private,1017314,1245,Martin Grove Rd,1245 Martin Grove Rd,M9W 4X2,Etobicoke,Toronto,None,113001,908132,1245,None,,None,2066,"{""coordinates"": [[298471.2821065789, 4841225.145013843]], ""type"": ""MultiPoint""}"
26,26,385458,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - BRIMLEY,None,PR,None,4386 SHEPPARD AVE E,Private,385458,4386,Sheppard Ave E,4386 Sheppard Ave E,M1S 1T8,Scarborough,Toronto,None,107005,106449,4386,None,,None,6698,"{""coordinates"": [[323259.1129006268, 4849747.621936401]], ""type"": ""MultiPoint""}"
27,27,508045,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - NORTH YORK,None,PR,None,1470 DON MILLS RD,Private,508045,1470,Don Mills Rd,1470 Don Mills Rd,M3B 2X9,North York,Toronto,None,104008,441121,1470,None,,None,100,"{""coordinates"": [[317062.52691213175, 4845928.155759061]], ""type"": ""MultiPoint""}"
28,28,9311804,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - SCARBOROUGH,None,PR,None,1065 MCNICOLL AVE,Private,9311804,1065,McNicoll Ave,1065 McNicoll Ave,M1W 3W6,Scarborough,Toronto,None,115001,9311781,1065,None,,None,6195,"{""coordinates"": [[318264.66882744234, 4851536.789733263]], ""type"": ""MultiPoint""}"
29,29,9655748,ALAZHAR ACADEMY OF CANADA,None,PR,None,2074 KIPLING AVE,Private,9655748,2074,Kipling Ave,2074 Kipling Ave,M9W 4J9,Etobicoke,Toronto,None,115001,9655707,2074,None,,None,1935,"{""coordinates"": [[299223.10698268167, 4841659.657919884]], ""type"": ""MultiPoint""}"
30,30,7531001,ALBERT CAMPBELL COLLEGIATE INSTITUTE,None,EP,Toronto District School Board,1550 SANDHURST CRCL,English Public,7531001,1550,Sandhurst Crcl,1550 Sandhurst Crcl,M1V 1S6,Scarborough,Toronto,Albert Campbell Collegiate Institute,102002,7531000,1550,None,,None,8871,"{""coordinates"": [[323109.77198322356, 4852168.410509117]], ""type"": ""MultiPoint""}"
31,31,10133520,ALBION HEIGHTS JUNIOR MIDDLE SCHOOL,None,EP,Toronto District School Board,45 LYNMONT RD,English Public,10133520,45,Lynmont Rd,45 Lynmont Rd,M9V 3W9,Etobicoke,Toronto,Albion Heights Public School,102001,30065224,45,None,,None,2033,"{""coordinates"": [[297202.29338169744, 4843495.9926373195]], ""type"": ""MultiPoint""}"
32,32,982437,ALBION LINC,None,EP,Toronto District School Board,1530 ALBION RD,English Public,982437,1530,Albion Rd,1530 Albion Rd,M9V 1B4,Etobicoke,Toronto,None,107004,906946,1530,None,,None,1012,"{""coordinates"": [[297985.96926801366, 4844647.6884150775]], ""type"": ""MultiPoint""}"
33,33,11125044,ALBORZ EDUCATION CENTRE SECONDARY SCHOOL,None,PR,None,20 TANGREEN CRT,Private,11125044,20,Tangreen Crt,20 Tangreen Crt,M2M 3Y9,North York,Toronto,None,115001,11125045,20,None,,None,6855,"{""coordinates"": [[310739.6901401109, 4850616.526068481]], ""type"": ""MultiPoint""}"
34,34,10527839,ALEXANDER MUIR GLADSTONE AVENUE JUNIOR & SENIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,108 GLADSTONE AVE,English Public,10527839,108,Gladstone Ave,108 Gladstone Ave,M6J 3L2,former Toronto,Toronto,Alexander Muir/Gladstone Ave Junior and Senior Public School,102001,10527836,108,None,,None,3506,"{""coordinates"": [[310540.3988010458, 4834010.278032326]], ""type"": ""MultiPoint""}"
35,35,333733,ALEXANDER STIRLING PUBLIC SCHOOL,None,EP,Toronto District School Board,70 FAWCETT TRL,English Public,333733,70,Fawcett Trl,70 Fawcett Trl,M1B 3A9,Scarborough,Toronto,Alexander Stirling Public School,102001,103838,70,None,,None,7886,"{""coordinates"": [[328323.78606549575, 4852450.735337401]], ""type"": ""MultiPoint""}"
36,36,300827,ALEXMUIR JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,95 ALEXMUIR BLVD,English Public,300827,95,Alexmuir Blvd,95 Alexmuir Blvd,M1V 1H6,Scarborough,Toronto,Alexmuir Public School,102001,104290,95,None,,None,7182,"{""coordinates"": [[322048.69817084266, 4852148.555537222]], ""type"": ""MultiPoint""}"
37,37,9779413,ALIF CANADA ELEMENTARY SCHOOL,None,PR,None,505 ELLESMERE RD,Private,9779413,505,Ellesmere Rd,505 Ellesmere Rd,M1R 4E5,Scarborough,Toronto,Vineyard Christian Fellowship-Sc,109001,30101335,505,None,,None,7835,"{""coordinates"": [[321312.7591808247, 4846930.370482979]], ""type"": ""MultiPoint""}"
38,38,9345080,ALIVE CHRISTIAN ACADEMY INTERNATIONAL SCHOOL,None,PR,None,720 PROGRESS AVE,Private,9345080,720,Progress Ave,720 Progress Ave,M1H 2X3,Scarborough,Toronto,None,115001,9345078,720,None,,None,8740,"{""coordinates"": [[325205.98853402917, 4848832.84405407]], ""type"": ""MultiPoint""}"
39,39,1029710,ALL SAINTS CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,1435 ROYAL YORK RD,English Separate,1029710,1435,Royal York Rd,1435 Royal York Rd,M9P 3A7,Etobicoke,Toronto,All Saints Catholic School,102003,909246,1435,None,,None,2413,"{""coordinates"": [[302616.95830709784, 4838363.124432394]], ""type"": ""MultiPoint""}"
40,40,873148,ALLENBY JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,391 ST CLEMENTS AVE,English Public,873148,391,St Clements Ave,391 St Clements Ave,M5N 1M2,former Toronto,Toronto,Allenby Junior Public School,102001,1138238,391,None,,None,4446,"{""coordinates"": [[311828.57073076855, 4841056.524746082]], ""type"": ""MultiPoint""}"
41,41,4368161,AL-MADRASAH AL-INAMYYAH,None,PR,None,3665 LAWRENCE AVE E,Private,4368161,3665,Lawrence Ave E,3665 Lawrence Ave E,M1G 1P7,Scarborough,Toronto,None,112001,4368146,3665,None,,None,3828,"{""coordinates"": [[327312.1651115826, 4846744.004377057]], ""type"": ""MultiPoint""}"
42,42,3948771,ALPHA ALTERNATIVE JUNIOR SCHOOL,None,EP,Toronto District School Board,20 BRANT ST,English Public,3948771,20,Brant St,20 Brant St,M5V 2M1,former Toronto,Toronto,Alpha Alternative Junior Public School,102001,14036014,20,None,,None,3055,"{""coordinates"": [[313011.03736068634, 4833979.609982154]], ""type"": ""MultiPoint""}"
43,43,6710176,ALPHA II ALTERNATIVE SCHOOL,None,EP,Toronto District School Board,1141 BLOOR ST W,English Public,6710176,1141,Bloor St W,1141 Bloor St W,M6H 1M9,former Toronto,Toronto,Bloor Collegiate Institute,102002,6710177,1141,None,,None,458,"{""coordinates"": [[309897.9559483339, 4835478.965784536]], ""type"": ""MultiPoint""}"
44,44,30025396,ALPHA QUALITY EDUCATION INC,None,PR,None,6120A YONGE ST,Private,30025396,6120A,Yonge St,6120A Yonge St,M2M 3W7,North York,Toronto,None,115001,436914,6120,A,,None,4733,"{""coordinates"": [[311324.4740267397, 4850186.6471316945]], ""type"": ""MultiPoint""}"
45,45,11512110,AL-QASIM ACADEMY,None,PR,None,3482 LAWRENCE AVE E,Private,11512110,3482,Lawrence Ave E,3482 Lawrence Ave E,M1H 3E5,Scarborough,Toronto,None,107005,11485087,3482,None,,None,3828,"{""coordinates"": [[326774.4852064966, 4846720.867393711]], ""type"": ""MultiPoint""}"
46,46,489054,AL-RASSOOL ISLAMIC SCHOOL,None,PR,None,120 BERMONDSEY RD,Private,489054,120,Bermondsey Rd,120 Bermondsey Rd,M4A 1X5,North York,Toronto,None,113001,444998,120,None,,None,31,"{""coordinates"": [[319738.5823466864, 4841989.088399724]], ""type"": ""MultiPoint""}"
47,47,312808,ALTERNATIVE SCARBOROUGH EDUCATION ONE,None,EP,Toronto District School Board,60 BRIMORTON DR,English Public,312808,60,Brimorton Dr,60 Brimorton Dr,M1P 3Z1,Scarborough,Toronto,St. Andrews Public School,102001,108579,60,None,,None,7437,"{""coordinates"": [[324542.06361943803, 4847437.807317904]], ""type"": ""MultiPoint""}"
48,48,30033029,ALVIN CURLING PUBLIC SCHOOL,None,EP,Toronto District School Board,50 UPPER ROUGE TRL,English Public,30033029,50,Upper Rouge Trl,50 Upper Rouge Trl,M1B 6K4,Scarborough,Toronto,Meadowvale Sheppard Public School,102002,20057597,50,None,,None,18115,"{""coordinates"": [[329722.2818093773, 4852103.120366463]], ""type"": ""MultiPoint""}"
49,49,9187246,AMAIRAH PRIVATE SCHOOL,None,PR,None,1625 ALBION RD,Private,9187246,1625,Albion Rd,1625 Albion Rd,M9V 5H8,Etobicoke,Toronto,None,115001,9187244,1625,None,,None,1012,"{""coordinates"": [[297181.0604106648, 4844642.957433619]], ""type"": ""MultiPoint""}"
50,50,20037304,AMANAH ISLAMIC ACADEMY   ,None,PR,None,1160 BIRCHMOUNT RD,Private,20037304,1160,Birchmount Rd,1160 Birchmount Rd,M1P 2B8,Scarborough,Toronto,None,113001,110728,1160,None,,None,7365,"{""coordinates"": [[322212.00296732964, 4844596.200878074]], ""type"": ""MultiPoint""}"
51,51,5145165,AMBERSON COLLEGE HIGH SCHOOL,None,PR,None,3470 PHARMACY AVE,Private,5145165,3470,Pharmacy Ave,3470 Pharmacy Ave,M1W 2S7,Scarborough,Toronto,None,113001,5145162,3470,None,,None,8691,"{""coordinates"": [[318151.28786087874, 4852117.636632562]], ""type"": ""MultiPoint""}"
52,52,10035747,AMESBURY MIDDLE SCHOOL,None,EP,Toronto District School Board,201 GRACEFIELD AVE,English Public,10035747,201,Gracefield Ave,201 Gracefield Ave,M6L 1L7,North York,Toronto,Amesbury Middle School,102001,10035736,201,None,,None,5729,"{""coordinates"": [[305341.6478803875, 4840940.975912272]], ""type"": ""MultiPoint""}"
53,53,482522,ANCASTER PUBLIC SCHOOL,None,EP,Toronto District School Board,44 ANCASTER RD,English Public,482522,44,Ancaster Rd,44 Ancaster Rd,M3K 1S6,North York,Toronto,Ancaster Public School,102001,30093012,44,None,,None,4795,"{""coordinates"": [[307459.24256514513, 4843656.38838112]], ""type"": ""MultiPoint""}"
54,54,7992305,ANNETTE STREET JUNIOR & SENIOR PUBLIC SCHOOL ,None,EP,Toronto District School Board,265 ANNETTE ST,English Public,7992305,265,Annette St,265 Annette St,M6P 1R3,former Toronto,Toronto,Annette Street Public School,102001,7987734,265,None,,None,2890,"{""coordinates"": [[306991.4974706576, 4835719.244806728]], ""type"": ""MultiPoint""}"
55,55,485399,ANNUNCIATION CATHOLIC ELEMENTARY SCHOOL,None,ES,Toronto Catholic District School Board,65 AVONWICK GT,English Separate,485399,65,Avonwick Gt,65 Avonwick Gt,M3A 2M8,North York,Toronto,Annunciation Catholic School,102003,440701,65,None,,None,4855,"{""coordinates"": [[319211.0755306174, 4845920.929711129]], ""type"": ""MultiPoint""}"
56,56,358063,ANSON PARK PUBLIC SCHOOL,None,EP,Toronto District School Board,30 MACDUFF CRES,English Public,358063,30,Macduff Cres,30 Macduff Cres,M1M 1X5,Scarborough,Toronto,Anson Park Public School,102001,111602,30,None,,None,8385,"{""coordinates"": [[325657.59831692936, 4842939.948093579]], ""type"": ""MultiPoint""}"
57,57,374465,ANSON S TAYLOR JUNIOR PUBLIC SCHOOL,None,EP,Toronto District School Board,20 PLACENTIA BLVD,English Public,374465,20,Placentia Blvd,20 Placentia Blvd,M1S 4C5,Scarborough,Toronto,Anson S Taylor Junior Public School,102001,104662,20,None,,None,8711,"{""coordinates"": [[323985.35281525174, 4851618.654586608]], ""type"": ""MultiPoint""}"
58,58,7131439,APOLLO HIGH SCHOOL,None,PR,None,5467 YONGE ST,Private,7131439,5467,Yonge St,5467 Yonge St,M2N 5S1,North York,Toronto,None,107010,7131429,5467,None,,None,4733,"{""coordinates"": [[311665.74393150845, 4848653.218396763]], ""type"": ""MultiPoint""}"
59,59,571348,APPLE ACADEMIC ACHIEVMENT CANADA,None,PR,None,488 VAN HORNE AVE,Private,571348,488,Van Horne Ave,488 Van Horne Ave,M2J 2V2,North York,Toronto,None,100001,437213,488,None,,None,6984,"{""coordinates"": [[317686.23288793286, 4849704.175072574]], ""type"": ""MultiPoint""}"
60,60,3107754,ARBOR GLEN PUBLIC SCHOOL,None,EP,Toronto District School Board,55 FRESHMEADOW DR,English Public,3107754,55,Freshmeadow Dr,55 Freshmeadow Dr,M2H 3H6,North York,Toronto,Arbor Glen Public School,102001,3107766,55,None,,None,5647,"{""coordinates"": [[316409.06517100486, 4852178.226661734]], ""type"": ""MultiPoint""}"
61,61,35493,ARISTOTELE'S CREDIT SCHOOL,None,PR,None,30 THORNCLIFFE PARK DR,Private,35493,30,Thorncliffe Park Dr,30 Thorncliffe Park Dr,M4H 1H8,East York,Toronto,St Demetrious Church,109001,30098783,30,None,,None,354,"{""coordinates"": [[317296.80674296385, 4840344.920748804]], ""type"": ""MultiPoint""}"
62,62,561783,ARKANA EDUCATION - PRIVATE HIGH SCHOOL,None,PR,None,209 SHEPPARD AVE E,Private,561783,209,Sheppard Ave E,209 Sheppard Ave E,M2N 3A8,North York,Toronto,None,107005,30058814,209,None,,None,6698,"{""coordinates"": [[312973.5596645838, 4847110.363641695]], ""type"": ""MultiPoint""}"
63,63,576041,ARMOUR HEIGHTS PUBLIC SCHOOL,None,EP,Toronto District School Board,148 WILSON AVE,English Public,576041,148,Wilson Ave,148 Wilson Ave,M5M 3A5,North York,Toronto,Armour Heights Public School,102001,20055791,148,None,,None,4693,"{""coordinates"": [[311282.4489067306, 4844552.648135434]], ""type"": ""MultiPoint""}"
64,64,871450,ARROWSMITH SCHOOL - BLDG 1,None,PR,None,245 ST CLAIR AVE W,Private,871450,245,St Clair Ave W,245 St Clair Ave W,M4V 1R3,former Toronto,Toronto,None,112001,1139588,245,None,,None,890,"{""coordinates"": [[312394.93157003087, 4838396.819207606]], ""type"": ""MultiPoint""}"
65,65,871449,ARROWSMITH SCHOOL - BLDG 2,None,PR,None,243 ST CLAIR AVE W,Private,871449,243,St Clair Ave W,243 St Clair Ave W,M4V 1R3,former Toronto,Toronto,Russian Orthodox Church,109001,1139588,243,None,,None,890,"{""coordinates"": [[312403.9605684657, 4838398.327207132]], ""type"": ""MultiPoint""}"
66,66,13516164,ASSOCIATED HEBREW JR SCHOOL - POSLUNS CAMPUS,None,PR,None,18 NEPTUNE DR,Private,13516164,18,Neptune Dr,18 Neptune Dr,M6A 1X1,North York,Toronto,None,102008,10367830,18,None,,None,6275,"{""coordinates"": [[310096.8020935728, 4843506.1163486]], ""type"": ""MultiPoint""}"
67,67,11129594,ASSOCIATED HEBREW MIDDLE SCHOOL - HURWICH CAMPUS,None,PR,None,252 FINCH AVE W,Private,11129594,252,Finch Ave W,252 Finch Ave W,M2R 1M9,North York,Toronto,None,115001,11129595,252,None,,None,1610,"{""coordinates"": [[309753.44426425855, 4848373.72948972]], ""type"": ""MultiPoint""}"
68,68,13977971,AVALON CHILDREN'S MONTESSORI,None,PR,None,2181 QUEEN ST E,Private,13977971,2181,Queen St E,2181 Queen St E,M4E 1E5,former Toronto,Toronto,None,115001,8265442,2181,None,,None,4237,"{""coordinates"": [[321144.10997624043, 4836737.609304471]], ""type"": ""MultiPoint""}"
69,69,485329,AVONDALE ALTERNATIVE ELEMENTARY SCHOOL,None,EP,Toronto District School Board,171 AVONDALE AVE,English Public,485329,171,Avondale Ave,171 Avondale Ave,M2N 2V4,North York,Toronto,Avondale Alternative School,115001,439906,171,None,,None,4853,"{""coordinates"": [[312852.2116754255, 4846639.455728284]], ""type"": ""MultiPoint""}"
70,70,7315504,AVONDALE ALTERNATIVE SECONDARY SCHOOL,None,EP,Toronto District School Board,24 SILVERVIEW DR,English Public,7315504,24,Silverview Dr,24 Silverview Dr,M2M 2B3,North York,Toronto,Griffin Centre,102001,7315505,24,None,,None,6720,"{""coordinates"": [[311895.6069121333, 4849596.6662236955]], ""type"": ""MultiPoint""}"
71,71,485329,AVONDALE PUBLIC SCHOOL,None,EP,Toronto District School Board,171 AVONDALE AVE,English Public,485329,171,Avondale Ave,171 Avondale Ave,M2N 2V4,North York,Toronto,Avondale Alternative School,115001,439906,171,None,,None,4853,"{""coordinates"": [[312852.2116754255, 4846639.455728284]], ""type"": ""MultiPoint""}"
72,72,1368930,AVRO ACADEMY,None,PR,None,1640A AVENUE RD,Private,1368930,1640A,Avenue Rd,1640A Avenue Rd,M5M 3X9,North York,Toronto,None,115001,20364202,1640,A,,None,2924,"{""coordinates"": [[311453.4108389352, 4842895.241426843]], ""type"": ""MultiPoint""}"
73,73,9171677,BAIS CHAYA MUSHKA GIRLS   ,None,PR,None,4375 CHESSWOOD DR,Private,9171677,4375,Chesswood Dr,4375 Chesswood Dr,M3J 2C2,North York,Toronto,None,115001,9171675,4375,None,,None,5187,"{""coordinates"": [[306616.6307839711, 4846749.251849338]], ""type"": ""MultiPoint""}"
74,74,487179,BAIS CHOMESH HS FOR GIRLS  ,None,PR,None,3600 BATHURST ST,Private,487179,3600,Bathurst St,3600 Bathurst St,M6A 2C9,North York,Toronto,Shaarei Tefillah Congregation,109001,443540,3600,None,,None,436,"{""coordinates"": [[310191.54907579656, 4843463.5763540445]], ""type"": ""MultiPoint""}"
75,75,559733,BAIS YAAKOV ELEMENTARY SCHOOL,None,PR,None,15 SARANAC BLVD,Private,559733,15,Saranac Blvd,15 Saranac Blvd,M6A 2G4,North York,Toronto,Bais Yaakov School,102005,444794,15,None,,None,6657,"{""coordinates"": [[310289.7090341161, 4842387.521543565]], ""type"": ""MultiPoint""}"
76,76,325461,BAITUL MUKARRAM ACADEMY SCHOOL,None,PR,None,3334 DANFORTH AVE,Private,325461,3334,Danforth Ave,3334 Danforth Ave,M1L 1C6,Scarborough,Toronto,None,104008,112943,3334,None,,None,86,"{""coordinates"": [[322684.475761942, 4839331.948805951]], ""type"": ""MultiPoint""}"
77,77,9848255,BALA AVENUE COMMUNITY SCHOOL,None,EP,Toronto District School Board,6 BALA AVE,English Public,9848255,6,Bala Ave,6 Bala Ave,M6M 2E1,York,Toronto,Bala Avenue School,102001,9848256,6,None,,None,428,"{""coordinates"": [[304879.88991546584, 4838833.877298188]], ""type"": ""MultiPoint""}"
78,78,62453,BALANCED EDUCATION NETWORK B.E.N. SCHOOL,None,PR,None,394 HARVIE AVE,Private,62453,394,Harvie Ave,394 Harvie Ave,M6E 4L8,York,Toronto,None,100001,30119749,394,None,,None,648,"{""coordinates"": [[308453.13127572264, 4838620.804256362]], ""type"": ""MultiPoint""}"
79,79,7667200,BALMY BEACH COMMUNITY SCHOOL,None,EP,Toronto District School Board,14 PINE AVE,English Public,7667200,14,Pine Ave,14 Pine Ave,M4E 1L6,former Toronto,Toronto,"Balmy Beach Community School, Balmy Beach Community Recreation Centre",106007,14673229,14,None,,None,4190,"{""coordinates"": [[321747.0888843739, 4837408.185170901]], ""type"": ""MultiPoint""}"
80,80,486277,BANNOCKBURN MONTESSORI  ,None,PR,None,12 BANNOCKBURN AVE,Private,486277,12,Bannockburn Ave,12 Bannockburn Ave,M5M 2M8,North York,Toronto,None,102005,443339,12,None,,None,4880,"{""coordinates"": [[311076.3459260298, 4843787.32727641]], ""type"": ""MultiPoint""}"
