_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,CLASSIFICATION,CLASSIFICATION_CODE,OBJECTID,geometry
1,2501286,26022481,,030,030,Brookhaven-Amesbury (30),Brookhaven-Amesbury (30),Not an NIA or Emerging Neighbourhood,NA,17818369,"{""coordinates"": [[[[304561.916987476, 4839530.988180973], [304465.6660060911, 4839599.370170929], [304623.5109790729, 4839644.971159282], [304608.45998379757, 4839737.249143166], [304406.3920182822, 4839673.889158969], [304401.7800190671, 4839672.442159323], [304368.63902472693, 4839662.048161911], [304135.5720696482, 4839820.329138881], [304193.1840598041, 4839837.713134504], [304283.4640443755, 4839864.955127641], [304321.2220379142, 4839876.34912477], [304353.49603240297, 4839886.087122306], [304411.7230224458, 4839903.653117887], [304567.00499600795, 4839954.956105286], [304538.4830042772, 4840098.796080277], [304521.779009031, 4840179.229066319], [304506.72901345376, 4840257.775052648], [304490.89601774723, 4840324.320041147], [304503.0730156734, 4840328.476040134], [304511.3590142585, 4840330.940039509], [304524.9450118632, 4840331.782039048], [304540.4530091587, 4840333.791038344], [304552.94100698474, 4840335.789037718], [304565.6010047974, 4840338.625036924], [304582.0440019557, 4840342.068035952], [304639.1999921656, 4840358.56303173], [304796.05596537085, 4840406.141019769], [304896.2479482756, 4840437.85601188], [304982.81593348517, 4840463.900005307], [305067.6449189909, 4840489.585998842], [305111.3099115896, 4840505.3969950415], [305154.6449041932, 4840518.919991675], [305276.03988342313, 4840554.538982614], [305328.32487455173, 4840573.036978151], [305358.45186937094, 4840580.907976078], [305455.4478528259, 4840611.275968503], [305466.80585088016, 4840614.554967658], [305587.531830223, 4840649.642958714], [305794.1617949306, 4840712.81094285], [306215.6967229521, 4840842.140910388], [306489.1516763258, 4840928.980888795], [306498.1756747831, 4840931.641888118], [306508.7236730383, 4840937.472886846], [306517.4366715971, 4840942.287885797], [306529.0086696667, 4840947.733884562], [306539.1136679725, 4840952.260883528], [306547.46666658553, 4840956.454882596], [306568.222663123, 4840966.816880284], [306581.1726611188, 4840979.9518776545], [306616.7996552405, 4840999.805873313], [306642.5936509789, 4841014.350870141], [306662.78364762996, 4841024.9808678], [306685.31064384384, 4841034.442865607], [306705.02764050756, 4841041.743863875], [306730.1056362183, 4841049.302861961], [306754.55163205304, 4841057.20686001], [306850.40961565566, 4841085.201852871], [306945.3305994747, 4841115.5608453415], [307064.03757915617, 4841149.516836632], [307141.51756592095, 4841173.125830694], [307235.816549895, 4841205.333822835], [307270.16053851985, 4840969.651864075], [307308.5355257616, 4840704.215910529], [307311.8345246711, 4840681.652914474], [307315.4335235281, 4840659.168918404], [307319.1025223773, 4840636.692922329], [307322.83252120874, 4840614.224926253], [307326.6245200315, 4840591.775930161], [307330.4735188454, 4840569.324934075], [307334.3925176481, 4840546.896937989], [307337.4935167041, 4840529.390941044], [307338.36451644177, 4840524.472941897], [307342.4145152237, 4840502.052945809], [307346.51551399106, 4840479.6509497035], [307350.685512745, 4840457.270953599], [307354.9165114915, 4840434.8919575], [307359.20651022793, 4840412.529961383], [307363.5675089574, 4840390.17196527], [307367.98750767374, 4840367.830969163], [307372.4685063765, 4840345.509973035], [307377.01850506343, 4840323.19097692], [307381.6205037529, 4840300.892980784], [307386.2915024187, 4840278.601984654], [307391.0335010778, 4840256.331988516], [307451.86248384166, 4839968.823038412], [307314.85950716736, 4839923.522049556], [306847.3335867391, 4839767.765087789], [306770.7105999111, 4839748.158092993], [306377.2416671324, 4839627.9941232065], [306129.08270947874, 4839549.834142685], [305972.0837362804, 4839501.19115486], [305884.27775139007, 4839479.032160768], [305821.17876226665, 4839464.364164794], [305788.86076781683, 4839455.456167104], [305621.5897964728, 4839408.057179281], [305296.7598521232, 4839315.551203024], [304990.16890458844, 4839225.236225958], [304795.01494235493, 4839364.240205519], [304656.5279691137, 4839461.317191295], [304561.916987476, 4839530.988180973]]]], ""type"": ""MultiPolygon""}"
2,2501285,26022480,,106,106,Humewood-Cedarvale (106),Humewood-Cedarvale (106),Not an NIA or Emerging Neighbourhood,NA,17818385,"{""coordinates"": [[[[311372.08774717903, 4838189.117267736], [311320.52975601115, 4838174.334271541], [311272.29076427326, 4838160.504275089], [311227.9897718603, 4838147.642278386], [311191.86377804633, 4838137.15228107], [311194.3057775328, 4838133.68928164], [311127.030789055, 4838114.189286622], [311077.89679746766, 4838099.948290272], [311029.458805772, 4838086.208293818], [310979.0038144158, 4838071.897297508], [310973.86181571445, 4838089.010294575], [310964.39081733365, 4838086.169295295], [310964.1518174214, 4838088.066294956], [310939.0488217315, 4838081.431296708], [310874.8738327321, 4838063.194301406], [310881.0328311926, 4838043.538304779], [310870.61083297635, 4838040.4593055565], [310750.95685340837, 4838003.132314909], [310743.32185533823, 4838028.401310575], [310734.2358568892, 4838025.680311259], [310738.786855714, 4838009.525314042], [310616.62387661333, 4837973.235323268], [310521.99589283223, 4837946.169330233], [310517.210894041, 4837962.322327455], [310479.7509035867, 4838090.484305432], [310455.5439096956, 4838170.931291629], [310452.90491035645, 4838179.308290191], [310447.856911686, 4838198.392286902], [310448.96891171514, 4838208.425285089], [310448.8269119252, 4838216.886283586], [310447.5269123295, 4838224.335282286], [310416.9709201048, 4838328.659264361], [310396.56392528606, 4838397.756252493], [310383.72292868176, 4838447.325243938], [310366.9989329667, 4838505.434233949], [310342.5379391714, 4838588.067219762], [310340.8009397118, 4838598.310217976], [310306.23294866364, 4838723.003196511], [310294.8809516013, 4838763.951189465], [310284.31895349623, 4838764.640189577], [310267.77295643266, 4838764.469189983], [310239.7049615185, 4838769.085189789], [310201.5389685333, 4838779.046188871], [310173.548973753, 4838790.058187539], [310175.262973765, 4838803.853185032], [310174.68797423673, 4838820.415182096], [310172.7839749124, 4838835.649179421], [310168.04497614165, 4838852.823176469], [310108.23699139606, 4839058.446141137], [310101.80299298523, 4839078.168137764], [310098.808993686, 4839085.509136524], [310094.4279946448, 4839093.493135201], [310086.88199626014, 4839105.8441331675], [310077.58299829654, 4839122.716130357], [310070.02699996484, 4839137.321127935], [310065.368001032, 4839148.013126129], [310062.0370018919, 4839160.031124052], [310056.458003302, 4839178.681120856], [309980.0660227039, 4839437.503076415], [309961.10402765014, 4839507.530064359], [309912.35703987675, 4839665.994037191], [309881.5420478271, 4839776.077018256], [309878.71104855393, 4839786.187016523], [309864.9640521025, 4839835.296008069], [309863.00705258857, 4839841.401007033], [309921.6750425954, 4839860.470002304], [309957.39603645966, 4839869.830999841], [309980.7860324635, 4839877.077998015], [310036.76602291054, 4839894.419993668], [310055.2430197245, 4839898.822992465], [310133.99200624565, 4839921.490986648], [310211.2059930257, 4839943.961980913], [310217.949991884, 4839946.27198034], [310289.61097962107, 4839967.32697498], [310358.5949678222, 4839987.56996981], [310369.2999659845, 4839990.415969067], [310450.168952149, 4840013.993963039], [310536.53993738414, 4840040.039956457], [310622.3759227093, 4840065.655949946], [310634.7329206107, 4840070.065948888], [310709.34490784333, 4840091.485943385], [310799.95689233183, 4840117.530936699], [310812.5378891531, 4840075.7899438655], [310825.932885766, 4840031.35295148], [310864.31587596127, 4839898.765974251], [310898.606867169, 4839779.14099482], [310922.56786122837, 4839704.201007644], [310960.4428515816, 4839575.041029814], [310980.05784658354, 4839507.812041365], [310987.6738447064, 4839484.624045327], [311027.5238346456, 4839352.476067997], [311040.818831302, 4839308.961075453], [311061.5758259725, 4839236.231087965], [311098.19081666047, 4839111.600109366], [311113.23481291154, 4839064.103117493], [311120.3358111157, 4839040.221121602], [311137.2138068319, 4838983.452131341], [311147.4278042385, 4838948.609137327], [311150.42180347414, 4838938.394139088], [311190.62979323027, 4838801.237162636], [311225.272784444, 4838684.384182703], [311252.63577737194, 4838586.57319953], [311280.6447702984, 4838493.606215488], [311297.09776615835, 4838439.76522472], [311311.5207624057, 4838386.898233818], [311367.7187482795, 4838203.413265289], [311372.08774717903, 4838189.117267736]]]], ""type"": ""MultiPolygon""}"
3,2501284,26022479,,091,091,Weston-Pelham Park (91),Weston-Pelham Park (91),Neighbourhood Improvement Area,NIA,17818401,"{""coordinates"": [[[[308022.36530175305, 4836364.318668563], [307952.08331645833, 4836462.758652575], [307884.6283305671, 4836557.191637224], [307663.66837676725, 4836866.362587006], [307568.12139675015, 4837000.085565281], [307530.33140464715, 4837052.800556726], [307357.0104411109, 4837305.525515512], [307323.472448165, 4837354.427507532], [307293.3154543624, 4837391.796501541], [307264.4674602969, 4837427.852495767], [307257.66346168367, 4837435.802494493], [307234.966466335, 4837463.256490097], [307201.5304731078, 4837500.623484183], [307172.02847912966, 4837535.369478642], [307141.2124853995, 4837570.769473023], [307111.05249148054, 4837602.891467963], [307079.5814978468, 4837637.637462473], [307045.48850471835, 4837673.692456799], [307024.0415090359, 4837696.295453247], [307075.6864998909, 4837698.127451765], [307173.4784831451, 4837726.516444513], [307180.623481322, 4837701.792448773], [307188.09348003735, 4837703.719448251], [307353.59745169705, 4837752.088435925], [307486.93342886853, 4837791.084425987], [307534.55742071976, 4837805.013422441], [307540.83941961837, 4837805.642422185], [307595.7074102516, 4837822.862417883], [307583.75441327883, 4837863.213410954], [307633.06740483147, 4837877.707407267], [307720.168389935, 4837903.564400705], [307807.1233750564, 4837929.404394145], [307891.7593605779, 4837954.749387733], [307935.9813530133, 4837968.003384381], [307933.3303536959, 4837977.60938272], [307989.8103440429, 4837994.674378416], [308008.3623398876, 4837956.577384801], [308063.57532751886, 4837842.289403952], [308117.81531536754, 4837730.065422749], [308189.44229922176, 4837578.050448274], [308231.12528998853, 4837496.349461911], [308248.8822860484, 4837461.550467719], [308251.44528549106, 4837457.051468465], [308254.0072849544, 4837453.5504690325], [308256.4462844256, 4837449.051469785], [308258.8832839017, 4837445.051470437], [308261.2262833943, 4837441.051471105], [308263.50928288605, 4837436.5514718555], [308265.72828239197, 4837432.0534726], [308267.8842819167, 4837428.052473263], [308270.0112814391, 4837423.5524740275], [308272.042280995, 4837419.554474691], [308274.0102805369, 4837415.053475447], [308275.0502802986, 4837412.637475862], [308275.9502800931, 4837410.553476208], [308277.76127968583, 4837406.555476885], [308279.5422792673, 4837402.055477652], [308281.2622788609, 4837397.554478409], [308282.95027845475, 4837393.055479176], [308284.5122780665, 4837388.055480032], [308286.0442776902, 4837383.555480802], [308288.3262771428, 4837377.056481911], [308290.7632765529, 4837370.058483096], [308293.2632759545, 4837363.057484302], [308295.82627533854, 4837356.058485483], [308298.4512747286, 4837349.560486592], [308301.1402740949, 4837342.559487779], [308303.89027345076, 4837335.560488964], [308306.67127281096, 4837329.062490058], [308307.9672725043, 4837325.905490591], [308309.5472721378, 4837322.061491247], [308312.45327147574, 4837315.562492337], [308315.4542707895, 4837308.564493517], [308318.48527011025, 4837302.5634945175], [308321.5792694083, 4837295.564495701], [308324.7362687002, 4837289.0654967865], [308327.95426798426, 4837282.565497881], [308331.23626724345, 4837275.567499054], [308334.5492665213, 4837269.56650005], [308337.9552657664, 4837263.06750113], [308341.394265013, 4837256.568502217], [308344.9252642329, 4837250.068503292], [308348.4882634616, 4837243.569504374], [308350.923262926, 4837239.1965051005], [308357.02026158443, 4837227.570507041], [308359.98926093726, 4837222.570507865], [308363.02026027685, 4837217.070508781], [308366.0832596109, 4837211.570509687], [308369.2382589363, 4837206.570510512], [308372.395258264, 4837201.570511338], [308375.67625756643, 4837196.5705121495], [308378.9582568656, 4837191.070513065], [308382.33225615503, 4837186.070513876], [308385.7392554409, 4837181.5705146035], [308389.2382547008, 4837176.070515508], [308392.7392539728, 4837171.570516234], [308396.3332532247, 4837166.5705170445], [308399.95725247153, 4837161.570517851], [308403.64525170624, 4837156.57051866], [308407.39525093784, 4837152.070519384], [308411.1762501527, 4837147.070520188], [308415.0202493658, 4837142.570520902], [308418.92724856886, 4837138.07052162], [308422.8952477653, 4837133.570522333], [308426.8642469598, 4837129.070523045], [308430.92624612094, 4837124.070523851], [308435.01924530586, 4837120.071524477], [308439.1752444686, 4837115.5725251855], [308443.3632436193, 4837111.07152589], [308447.6132427612, 4837106.572526595], [308451.89424191636, 4837102.569527213], [308459.0182404931, 4837095.569528308], [308466.1752390641, 4837088.569529397], [308473.3632376381, 4837082.069530389], [308480.61023619346, 4837075.069531478], [308487.8902347541, 4837068.569532479], [308495.2322332916, 4837061.569533567], [308502.60723183095, 4837055.0715345545], [308510.0122303687, 4837048.571535551], [308517.48022890184, 4837042.070536539], [308524.9792274208, 4837035.570537537], [308532.5402259378, 4837029.570538432], [308540.1022244508, 4837023.072539421], [308547.7572229557, 4837017.072540329], [308552.7242219691, 4837012.572541011], [308557.5992210052, 4837008.071541708], [308562.44222004374, 4837003.571542403], [308567.2552190856, 4836999.073543101], [308572.0042181468, 4836995.072543701], [308576.69121720514, 4836990.072544488], [308581.34721627727, 4836985.572545199], [308585.9712153457, 4836980.572545984], [308590.5332144275, 4836976.073546679], [308595.0332135293, 4836971.574547378], [308599.5322126165, 4836966.573548168], [308603.9372117308, 4836962.073548882], [308608.3122108435, 4836957.073549667], [308612.6552099566, 4836952.074550462], [308616.936209088, 4836947.074551262], [308621.1542082226, 4836942.074552055], [308625.30920737266, 4836937.07455286], [308629.46620650945, 4836931.574553741], [308633.528205676, 4836926.574554545], [308637.5572048501, 4836921.574555356], [308641.526204028, 4836916.576556156], [308645.4632032063, 4836911.075557045], [308649.30520241504, 4836906.075557853], [308653.14920160983, 4836900.575558749], [308656.89920081757, 4836895.075559648], [308660.6162000445, 4836890.076560453], [308664.2411992765, 4836884.576561351], [308667.86519850866, 4836879.076562256], [308671.42719773756, 4836873.076563249], [308674.9251969934, 4836867.576564143], [308678.3631962673, 4836862.576564963], [308681.73719553585, 4836856.578565954], [308685.04919482215, 4836851.077566858], [308688.33019411727, 4836845.577567773], [308721.03618701827, 4836788.521577218], [308790.6541719217, 4836667.082597324], [308795.2161709191, 4836658.582598739], [308799.7781699208, 4836650.082600162], [308804.27616891597, 4836641.082601661], [308808.7141679339, 4836632.584603086], [308813.0881669657, 4836624.083604499], [308817.40016599966, 4836615.083606007], [308821.6811650447, 4836606.584607425], [308825.86816410243, 4836597.584608937], [308830.0231631738, 4836589.085610368], [308834.11816224415, 4836580.085611879], [308838.11716134014, 4836571.586613308], [308842.116160427, 4836562.588614825], [308845.99215953494, 4836553.587616339], [308849.8351586507, 4836544.590617862], [308853.6161577786, 4836535.588619384], [308857.33515691373, 4836526.590620906], [308860.9911560688, 4836517.590622425], [308864.61615521705, 4836508.592623957], [308868.14815438417, 4836499.590625483], [308871.61615356716, 4836490.592627012], [308875.0541527528, 4836481.592628535], [308878.39715195034, 4836472.094630157], [308881.7121511545, 4836463.092631693], [308884.9291503848, 4836454.093633229], [308888.0861496081, 4836444.592634847], [308891.21114885184, 4836435.592636386], [308894.2421481035, 4836426.094638008], [308897.2121473702, 4836417.094639546], [308900.1491466461, 4836408.093641094], [308902.9941459241, 4836398.593642725], [308911.91814366623, 4836368.688647858], [308903.2441451958, 4836368.093648155], [308894.36914675444, 4836367.093648531], [308885.46114831785, 4836366.093648911], [308876.5541498867, 4836365.593649204], [308867.6151514551, 4836364.593649578], [308858.7081530147, 4836363.593649964], [308849.4031546476, 4836362.491650361], [308833.3721574636, 4836360.829651018], [308825.39715885354, 4836359.9156513605], [308817.67316022085, 4836359.25065165], [308809.9521615744, 4836358.592651944], [308802.2011629464, 4836358.0926522035], [308794.4501642949, 4836357.093652566], [308792.9921645551, 4836357.09265259], [308786.6691656734, 4836356.592652829], [308778.91716703057, 4836355.59265318], [308771.1351683983, 4836355.092653447], [308763.3531697813, 4836355.093653614], [308755.5711711424, 4836354.091653969], [308747.7891725285, 4836354.091654142], [308740.00717389997, 4836353.592654405], [308732.1941752924, 4836353.591654582], [308724.4441766523, 4836353.09065485], [308716.6301780455, 4836353.091655024], [308708.84917942825, 4836353.089655196], [308701.03718082514, 4836353.0906553725], [308693.256182202, 4836353.089655537], [308688.40118307824, 4836353.566655567], [308685.47418360075, 4836353.587655623], [308677.66218500125, 4836354.087655717], [308669.8801863814, 4836354.086655883], [308662.09918777697, 4836354.58665597], [308654.7531890891, 4836355.063656055], [308654.3171891756, 4836355.092656062], [308582.68220191944, 4836355.321657621], [308432.0502287722, 4836358.52066043], [308314.03224980336, 4836360.345662751], [308181.1212734823, 4836362.4086653525], [308142.2912803971, 4836363.013666116], [308068.71329351293, 4836364.157667552], [308022.36530175305, 4836364.318668563]]]], ""type"": ""MultiPolygon""}"
4,2501283,26022478,,048,048,Hillcrest Village (48),Hillcrest Village (48),Not an NIA or Emerging Neighbourhood,NA,17818417,"{""coordinates"": [[[[317397.86795934325, 4850589.029921748], [317393.69196006935, 4850588.1829219945], [317387.6619611239, 4850587.682922221], [317381.62996216863, 4850586.683922535], [317375.62996319856, 4850585.182922933], [317373.4289635871, 4850584.816923055], [317320.61797267065, 4850572.796926401], [317220.12198976945, 4850541.469934282], [317080.65001350624, 4850498.500945124], [317076.38001423195, 4850497.183945453], [317028.6680223172, 4850480.814949453], [316992.807028413, 4850469.5289522875], [316836.0910550039, 4850417.454965131], [316824.10705702467, 4850412.79396624], [316805.97506008577, 4850406.087967843], [316753.695068921, 4850387.293972385], [316709.5650764012, 4850372.235976076], [316687.44808016444, 4850365.089977858], [316673.8110824631, 4850360.182979042], [316643.12608768186, 4850350.638981439], [316579.0360986217, 4850332.165986196], [316490.5861137769, 4850309.053992323], [316222.09915958735, 4850231.005012349], [316022.9231934283, 4850166.654028354], [315819.8212280296, 4850105.089043951], [315784.3422340776, 4850094.7240466], [315637.9412590182, 4850050.126057883], [315618.13526239054, 4850044.100059409], [315594.65226639045, 4850037.063061192], [315563.5292716938, 4850027.648063583], [315537.2052762105, 4850021.194065329], [315519.37927929533, 4850017.783066341], [315499.81828272826, 4850016.1000670865], [315481.01528601785, 4850014.11906787], [315465.10028883535, 4850013.972068258], [315448.54929177184, 4850014.158068604], [315433.40129445586, 4850014.115068955], [315418.28929710615, 4850013.028069493], [315403.7383019608, 4850112.421052144], [315397.16230401007, 4850151.012045433], [315394.29130494903, 4850170.212042083], [315392.15630566195, 4850184.495039585], [315387.2023072683, 4850216.535034001], [315385.1983079192, 4850229.495031736], [315377.6753101522, 4850268.994024887], [315364.3843145865, 4850359.985009002], [315348.2693195546, 4850452.36899293], [315342.59332129534, 4850484.61398733], [315336.5153231626, 4850519.140981326], [315331.2583247746, 4850549.009976132], [315326.32332628797, 4850577.048971262], [315321.4733277837, 4850604.853966418], [315309.91533138114, 4850672.539954651], [315300.1573344826, 4850732.655944173], [315281.7653399881, 4850831.126927085], [315254.52634834003, 4850985.469900253], [315237.06535356096, 4851078.770884055], [315221.6943582934, 4851166.589868789], [315202.6663639595, 4851267.133851339], [315183.63536974683, 4851372.8678329745], [315165.52137532557, 4851476.49181496], [315139.9633832042, 4851623.235789446], [315132.569385425, 4851663.171782507], [315111.3993918426, 4851779.690762271], [315130.99838867923, 4851793.440759377], [315136.2223878721, 4851798.589758344], [315137.0033878373, 4851803.075757524], [315136.498388177, 4851814.090755575], [315134.240388895, 4851828.302753108], [315130.94838984637, 4851844.201750346], [315128.7273905593, 4851858.292747902], [315126.4443912438, 4851870.371745805], [315123.06639217195, 4851884.781743321], [315120.7833928858, 4851898.190740985], [315118.4033936239, 4851912.366738522], [315117.1073941506, 4851925.13873628], [315119.7173938903, 4851934.159734611], [315124.5663932615, 4851944.115732736], [315128.88239277527, 4851956.303730465], [315133.98939213634, 4851968.063728261], [315137.5133917719, 4851979.351726174], [315139.2103917169, 4851990.093724218], [315139.9353918229, 4852000.544722349], [315139.22139222245, 4852012.694720204], [315138.06839261926, 4852020.991718763], [315135.83139318286, 4852028.030717559], [315135.20139336074, 4852031.032717034], [315134.5433935553, 4852034.558716426], [315131.5063943477, 4852045.614714531], [315127.65339536156, 4852060.28371201], [315123.20339639793, 4852071.184710167], [315118.1763975747, 4852083.361708122], [315186.1143860472, 4852105.798702573], [315223.8893796347, 4852118.14269952], [315318.25536362216, 4852148.979691883], [315439.9223429779, 4852189.041681979], [315588.1123177692, 4852235.074670407], [315654.96930639836, 4852255.841665184], [315671.2283036302, 4852260.891663917], [315682.0563017909, 4852264.257663074], [315695.58029949537, 4852268.456662016], [315839.8292749786, 4852314.199650581], [316001.0442475999, 4852366.145637659], [316175.9882178685, 4852421.429623828], [316260.06320358114, 4852448.108617162], [316455.98917031323, 4852511.333601431], [316576.96314977517, 4852550.369591728], [316649.03613753006, 4852573.470585966], [316669.5481340474, 4852580.047584322], [316709.50912726665, 4852593.1035810895], [316949.2060864892, 4852666.750562499], [316983.6960806163, 4852677.349559832], [317127.1470562543, 4852723.168548394], [317269.6520320605, 4852769.169536945], [317494.6169938086, 4852839.196519331], [317565.6149818255, 4852865.191513082], [317600.79397294915, 4852750.178532734], [317657.4689588268, 4852572.157563081], [317689.3399508335, 4852470.15158048], [317736.2749388666, 4852311.14560768], [317764.6519316382, 4852215.146624102], [317800.8399225579, 4852099.142643899], [317808.9869205457, 4852074.354648121], [317862.96890720713, 4851910.142676083], [317886.2159014365, 4851838.02168838], [317899.7178980812, 4851796.13069552], [317938.15688860265, 4851680.12271527], [317970.4728806049, 4851581.121732144], [318006.66487159417, 4851468.122751406], [318033.71986491635, 4851386.115765376], [317410.91096875037, 4851100.222830513], [317345.1699798788, 4851077.341836085], [317326.7909829935, 4851070.945837644], [317320.8739839913, 4851068.887838145], [317325.4039824875, 4851038.231843492], [317386.95896302565, 4850665.070908469], [317397.86795934325, 4850589.029921748]]]], ""type"": ""MultiPolygon""}"
